family	cluster_id	count_in_family	n_in	p_in	count_outside_family	n_out	p_out	raw_names	evidence_subjects
P4	HYP:WP_000459302.1	1	1	1.0000	0	138	0.0000	MULTISPECIES: hypothetical protein	WP_000459302.1 MULTISPECIES: hypothetical protein
PHANIE	FUNC:chap	1	1	1.0000	0	138	0.0000	CHAP domain-containing protein	WP_443699225.1 CHAP domain-containing protein
PHANIE	FUNC:encapsidation	1	1	1.0000	0	138	0.0000	phage DNA encapsidation protein	WP_259542332.1 phage DNA encapsidation protein
PHANIE	FUNC:major_head	1	1	1.0000	0	138	0.0000	major head protein	YP_009857584.1 major head protein
PHANIE	FUNC:polymerase	1	1	1.0000	0	138	0.0000	DNA polymerase	YP_009857579.1 DNA polymerase
PHANIE	FUNC:upper_collar_connector	1	1	1.0000	0	138	0.0000	upper collar connector	YP_009857582.1 upper collar connector
PHANIE	HYP:WP_227954247.1	1	1	1.0000	0	138	0.0000	hypothetical protein, partial	WP_227954247.1 hypothetical protein, partial
PHANIE	HYP:WP_425665501.1	1	1	1.0000	0	138	0.0000	MULTISPECIES: hypothetical protein	WP_425665501.1 MULTISPECIES: hypothetical protein
PHANIE	HYP:WP_427287007.1	1	1	1.0000	0	138	0.0000	hypothetical protein, partial	WP_427287007.1 hypothetical protein, partial
PHANIE	HYP:WP_435534697.1	1	1	1.0000	0	138	0.0000	hypothetical protein	WP_435534697.1 hypothetical protein
PHANIE	HYP:WP_443699221.1	1	1	1.0000	0	138	0.0000	hypothetical protein	WP_443699221.1 hypothetical protein
PHANIE	HYP:YP_009857585.1	1	1	1.0000	0	138	0.0000	hypothetical protein HWD18_gp09	YP_009857585.1 hypothetical protein HWD18_gp09
PICI	FUNC:abi	1	65	0.0154	0	74	0.0000	Abi family protein	WP_014326450.1 Abi family protein
PICI	FUNC:aminotransferase	1	65	0.0154	0	74	0.0000	aminotransferase	WP_238984203.1 aminotransferase
PICI	FUNC:anta_antb_antirepressor	1	65	0.0154	4	74	0.0541	antA/AntB antirepressor family protein | antA/AntB antirepressor family protein, partial	WP_101360986.1 antA/AntB antirepressor family protein | WP_225304045.1 antA/AntB antirepressor family protein, partial | WP_431644245.1 antA/AntB antirepressor family protein
PICI	FUNC:antirepressor	1	65	0.0154	0	74	0.0000	antirepressor	WP_038603266.1 antirepressor
PICI	FUNC:antitermination_nusg	2	65	0.0308	0	74	0.0000	antitermination protein NusG	WP_089611674.1 antitermination protein NusG
PICI	FUNC:arabinose_5_phosphate_isomerase_gutq	1	65	0.0154	0	74	0.0000	arabinose-5-phosphate isomerase GutQ	WP_195691215.1 arabinose-5-phosphate isomerase GutQ
PICI	FUNC:ash	8	65	0.1231	0	74	0.0000	ash family protein	WP_349044075.1 ash family protein
PICI	FUNC:bacteriocin	1	65	0.0154	0	74	0.0000	bacteriocin	WP_254255587.1 bacteriocin
PICI	FUNC:bifunctional_primase_polymerase	6	65	0.0923	3	74	0.0405	bifunctional DNA primase/polymerase	WP_011677049.1 bifunctional DNA primase/polymerase | WP_011834143.1 bifunctional DNA primase/polymerase | WP_011836153.1 bifunctional DNA primase/polymerase | WP_012898687.1 bifunctional DNA primase/polymerase | WP_014566705.1 bifunctional DNA primase/polymerase | WP_014570227.1 bifunctional DNA primase/polymerase | WP_014573412.1 bifunctional DNA primase/polymerase | WP_023164572.1 bifunctional DNA primase/polymerase | WP_031914428.1 bifunctional DNA primase/polymerase
PICI	FUNC:bow99_gp33	1	65	0.0154	0	74	0.0000	BOW99_gp33 family protein	WP_015647110.1 BOW99_gp33 family protein
PICI	FUNC:bro	2	65	0.0308	7	74	0.0946	BRO family protein	WP_000422980.1 BRO family protein | WP_064438716.1 BRO family protein
PICI	FUNC:capsid	9	65	0.1385	42	74	0.5676	major capsid protein | phage capsid protein | phage major capsid protein	WP_000216219.1 major capsid protein | WP_000216279.1 major capsid protein | WP_000268554.1 major capsid protein | WP_000624042.1 phage major capsid protein | WP_000657538.1 phage capsid protein | WP_000907465.1 major capsid protein | WP_001137336.1 phage major capsid protein | WP_001369202.1 phage major capsid protein | WP_012492220.1 phage major capsid protein | WP_021293489.1 phage major capsid protein | WP_021538174.1 phage major capsid protein | WP_025315436.1 phage major capsid protein | WP_028985258.1 phage major capsid protein | WP_031914424.1 phage major capsid protein | WP_032308183.1 phage major capsid protein | WP_032346741.1 major capsid protein | WP_037558406.1 phage major capsid protein | WP_038679599.1 phage major capsid protein | WP_045519149.1 phage major capsid protein | WP_048253844.1 phage major capsid protein | WP_048618035.1 phage major capsid protein | WP_049409520.1 phage major capsid protein | WP_058820231.1 phage major capsid protein | WP_062931963.1 phage major capsid protein | WP_074434941.1 phage major capsid protein | WP_080783602.1 phage major capsid protein | WP_082556124.1 phage major capsid protein | WP_086257673.1 phage major capsid protein | WP_086364393.1 phage major capsid protein | WP_086392269.1 phage major capsid protein | WP_095370792.1 phage major capsid protein | WP_103170276.1 phage major capsid protein | WP_103301589.1 phage major capsid protein | WP_107642691.1 phage major capsid protein | WP_135023949.1 phage major capsid protein | WP_198051931.1 phage major capsid protein | WP_264065179.1 phage major capsid protein | WP_369080051.1 phage major capsid protein | WP_389539704.1 phage major capsid protein
PICI	FUNC:cold_shock	3	65	0.0462	0	74	0.0000	cold-shock protein	WP_010707103.1 cold-shock protein | WP_016634828.1 cold-shock protein
PICI	FUNC:copg_transcriptional_regulator	3	65	0.0462	0	74	0.0000	CopG family transcriptional regulator	WP_397636343.1 CopG family transcriptional regulator
PICI	FUNC:cthe_2314_hepn	1	65	0.0154	0	74	0.0000	Cthe_2314 family HEPN domain-containing protein	WP_129531117.1 Cthe_2314 family HEPN domain-containing protein
PICI	FUNC:dart_ssdna_thymidine_adp_ribosyltransferase	1	65	0.0154	0	74	0.0000	DarT ssDNA thymidine ADP-ribosyltransferase family protein	WP_010783288.1 DarT ssDNA thymidine ADP-ribosyltransferase family protein
PICI	FUNC:dnad	4	65	0.0615	0	74	0.0000	DnaD domain protein | DnaD domain-containing protein	WP_000171242.1 DnaD domain-containing protein | WP_001140556.1 DnaD domain protein | WP_015647118.1 DnaD domain-containing protein | WP_231914051.1 DnaD domain protein
PICI	FUNC:duf1492	4	65	0.0615	0	74	0.0000	DUF1492 domain-containing protein	WP_000187319.1 DUF1492 domain-containing protein | WP_001816190.1 DUF1492 domain-containing protein | WP_061649797.1 DUF1492 domain-containing protein
PICI	FUNC:duf1655	3	65	0.0462	0	74	0.0000	DUF1655 domain-containing protein	WP_011834149.1 DUF1655 domain-containing protein | WP_012898680.1 DUF1655 domain-containing protein | WP_023163716.1 DUF1655 domain-containing protein
PICI	FUNC:duf2292	1	65	0.0154	0	74	0.0000	DUF2292 domain-containing protein	WP_105105015.1 DUF2292 domain-containing protein
PICI	FUNC:duf4222	4	65	0.0615	8	74	0.1081	DUF4222 domain-containing protein	WP_000728896.1 DUF4222 domain-containing protein | WP_000770138.1 DUF4222 domain-containing protein | WP_000770141.1 DUF4222 domain-containing protein | WP_000770148.1 DUF4222 domain-containing protein | WP_000770152.1 DUF4222 domain-containing protein | WP_000791983.1 DUF4222 domain-containing protein | WP_001261488.1 DUF4222 domain-containing protein | WP_033817306.1 DUF4222 domain-containing protein | WP_128875149.1 DUF4222 domain-containing protein | WP_130967199.1 DUF4222 domain-containing protein | WP_135713326.1 DUF4222 domain-containing protein | WP_181672507.1 DUF4222 domain-containing protein
PICI	FUNC:duf4433	3	65	0.0462	0	74	0.0000	DUF4433 domain-containing protein	WP_198765623.1 DUF4433 domain-containing protein | WP_240074880.1 DUF4433 domain-containing protein
PICI	FUNC:duf4888	1	65	0.0154	0	74	0.0000	DUF4888 domain-containing protein	WP_001035618.1 DUF4888 domain-containing protein
PICI	FUNC:duf5677	1	65	0.0154	0	74	0.0000	DUF5677 domain-containing protein	WP_011094292.1 DUF5677 domain-containing protein
PICI	FUNC:duf7014	1	65	0.0154	0	74	0.0000	DUF7014 domain-containing protein	WP_181575770.1 DUF7014 domain-containing protein
PICI	FUNC:duf927	2	65	0.0308	4	74	0.0541	DUF927 domain-containing protein	WP_000710145.1 DUF927 domain-containing protein | WP_000761781.1 DUF927 domain-containing protein | WP_000953541.1 DUF927 domain-containing protein | WP_014326451.1 DUF927 domain-containing protein | WP_051664365.1 DUF927 domain-containing protein | WP_411675017.1 DUF927 domain-containing protein
PICI	FUNC:electron_transfer_flavoprotein_beta_fixa	1	65	0.0154	0	74	0.0000	electron transfer flavoprotein subunit beta/FixA family protein	WP_163426163.1 electron transfer flavoprotein subunit beta/FixA family protein
PICI	FUNC:fic	4	65	0.0615	0	74	0.0000	Fic family protein	WP_000222518.1 Fic family protein | WP_000222521.1 Fic family protein | WP_016634812.1 Fic family protein
PICI	FUNC:gnat_n_acetyltransferase	2	65	0.0308	1	74	0.0135	GNAT family N-acetyltransferase	WP_160531392.1 GNAT family N-acetyltransferase | WP_353727337.1 GNAT family N-acetyltransferase | WP_410038474.1 GNAT family N-acetyltransferase
PICI	FUNC:head_decoration	3	65	0.0462	0	74	0.0000	head decoration protein	WP_000380883.1 head decoration protein | WP_053285624.1 head decoration protein
PICI	FUNC:head_tail_connector	11	65	0.1692	17	74	0.2297	head-tail connector protein | phage head-tail connector protein	WP_000123184.1 head-tail connector protein | WP_000137525.1 head-tail connector protein | WP_000909184.1 head-tail connector protein | WP_001576608.1 head-tail connector protein | WP_031914423.1 head-tail connector protein | WP_037589585.1 head-tail connector protein | WP_045517678.1 phage head-tail connector protein | WP_048253840.1 head-tail connector protein | WP_048618028.1 head-tail connector protein | WP_049409522.1 head-tail connector protein | WP_086392268.1 head-tail connector protein | WP_095370791.1 head-tail connector protein | WP_097707711.1 phage head-tail connector protein | WP_103301588.1 head-tail connector protein | WP_105495004.1 phage head-tail connector protein | WP_107642692.1 head-tail connector protein | WP_115195176.1 phage head-tail connector protein | WP_115199398.1 phage head-tail connector protein | WP_135023951.1 head-tail connector protein | WP_136766177.1 phage head-tail connector protein | WP_196113093.1 phage head-tail connector protein | WP_253030595.1 phage head-tail connector protein | WP_289354186.1 head-tail connector protein | WP_309192761.1 phage head-tail connector protein | WP_408628715.1 phage head-tail connector protein | WP_430875172.1 head-tail connector protein
PICI	FUNC:helicase_repa	4	65	0.0615	5	74	0.0676	helicase RepA family protein	WP_000761844.1 helicase RepA family protein | WP_000833612.1 helicase RepA family protein | WP_000833617.1 helicase RepA family protein | WP_000833625.1 helicase RepA family protein | WP_023195106.1 helicase RepA family protein | WP_033817305.1 helicase RepA family protein | WP_053285629.1 helicase RepA family protein
PICI	FUNC:helicase_uvrb	4	65	0.0615	0	74	0.0000	DNA helicase UvrB	WP_427813826.1 DNA helicase UvrB
PICI	FUNC:helix_turn_helix	1	65	0.0154	0	74	0.0000	helix-turn-helix domain-containing protein, partial	WP_246847271.1 helix-turn-helix domain-containing protein, partial
PICI	FUNC:hk97_gp10_morphogenesis	1	65	0.0154	0	74	0.0000	HK97-gp10 family putative phage morphogenesis protein	WP_129531121.1 HK97-gp10 family putative phage morphogenesis protein
PICI	FUNC:hk97_prohead_protease	2	65	0.0308	21	74	0.2838	HK97 family phage prohead protease	WP_000504055.1 HK97 family phage prohead protease | WP_000504057.1 HK97 family phage prohead protease | WP_000504062.1 HK97 family phage prohead protease | WP_000504184.1 HK97 family phage prohead protease | WP_001475696.1 HK97 family phage prohead protease | WP_001576607.1 HK97 family phage prohead protease | WP_004245350.1 HK97 family phage prohead protease | WP_010905416.1 HK97 family phage prohead protease | WP_014573416.1 HK97 family phage prohead protease | WP_025315437.1 HK97 family phage prohead protease | WP_038679597.1 HK97 family phage prohead protease | WP_045519150.1 HK97 family phage prohead protease | WP_048253843.1 HK97 family phage prohead protease | WP_049409518.1 HK97 family phage prohead protease | WP_086392270.1 HK97 family phage prohead protease | WP_095370793.1 HK97 family phage prohead protease | WP_103170277.1 HK97 family phage prohead protease | WP_103301590.1 HK97 family phage prohead protease | WP_128875151.1 HK97 family phage prohead protease | WP_135023947.1 HK97 family phage prohead protease | WP_325989646.1 HK97 family phage prohead protease | WP_349302738.1 HK97 family phage prohead protease
PICI	FUNC:host_cell_division_inhibitor_icd	15	65	0.2308	20	74	0.2703	host cell division inhibitor Icd-like protein | host cell division inhibitor Icd-like protein, partial	WP_001230909.1 host cell division inhibitor Icd-like protein | WP_001362912.1 host cell division inhibitor Icd-like protein | WP_001387819.1 host cell division inhibitor Icd-like protein | WP_001427366.1 host cell division inhibitor Icd-like protein | WP_001576602.1 host cell division inhibitor Icd-like protein | WP_014326454.1 host cell division inhibitor Icd-like protein | WP_032145563.1 host cell division inhibitor Icd-like protein | WP_032346745.1 host cell division inhibitor Icd-like protein | WP_032995581.1 host cell division inhibitor Icd-like protein | WP_047083415.1 host cell division inhibitor Icd-like protein, partial | WP_047086949.1 host cell division inhibitor Icd-like protein | WP_052722512.1 host cell division inhibitor Icd-like protein | WP_053285637.1 host cell division inhibitor Icd-like protein | WP_062899908.1 host cell division inhibitor Icd-like protein | WP_072184187.1 host cell division inhibitor Icd-like protein | WP_079779211.1 host cell division inhibitor Icd-like protein | WP_080783590.1 host cell division inhibitor Icd-like protein | WP_148723012.1 host cell division inhibitor Icd-like protein | WP_172398234.1 host cell division inhibitor Icd-like protein | WP_186279209.1 host cell division inhibitor Icd-like protein | WP_197709760.1 host cell division inhibitor Icd-like protein | WP_201482899.1 host cell division inhibitor Icd-like protein | WP_240321931.1 host cell division inhibitor Icd-like protein | WP_245853693.1 host cell division inhibitor Icd-like protein | WP_322842823.1 host cell division inhibitor Icd-like protein | WP_366179557.1 host cell division inhibitor Icd-like protein | WP_373370093.1 host cell division inhibitor Icd-like protein | WP_423270956.1 host cell division inhibitor Icd-like protein | WP_428845805.1 host cell division inhibitor Icd-like protein | WP_435890601.1 host cell division inhibitor Icd-like protein | WP_436345310.1 host cell division inhibitor Icd-like protein, partial | WP_436835831.1 host cell division inhibitor Icd-like protein | WP_438121734.1 host cell division inhibitor Icd-like protein
PICI	FUNC:hsdr	1	65	0.0154	0	74	0.0000	hsdR	WP_265186988.1 hsdR
PICI	FUNC:htH	26	65	0.4000	35	74	0.4730	HTH domain-containing protein | helix-turn-helix domain-containing protein | helix-turn-helix transcriptional regulator	WP_000032304.1 helix-turn-helix transcriptional regulator | WP_000091732.1 helix-turn-helix domain-containing protein | WP_000387403.1 helix-turn-helix transcriptional regulator | WP_000387479.1 helix-turn-helix transcriptional regulator | WP_000700645.1 helix-turn-helix domain-containing protein | WP_000909239.1 helix-turn-helix domain-containing protein | WP_001079824.1 helix-turn-helix domain-containing protein | WP_002512181.1 helix-turn-helix transcriptional regulator | WP_004245365.1 helix-turn-helix transcriptional regulator | WP_005558512.1 helix-turn-helix domain-containing protein | WP_010707088.1 helix-turn-helix domain-containing protein | WP_010707089.1 helix-turn-helix domain-containing protein | WP_010774843.1 helix-turn-helix domain-containing protein | WP_010774844.1 helix-turn-helix domain-containing protein | WP_010825879.1 helix-turn-helix domain-containing protein | WP_010905410.1 HTH domain-containing protein | WP_011677054.1 helix-turn-helix transcriptional regulator | WP_011677059.1 helix-turn-helix domain-containing protein | WP_011834150.1 helix-turn-helix domain-containing protein | WP_012492208.1 helix-turn-helix domain-containing protein | WP_013319152.1 helix-turn-helix transcriptional regulator | WP_014570222.1 helix-turn-helix domain-containing protein | WP_014570223.1 helix-turn-helix domain-containing protein | WP_014573400.1 helix-turn-helix domain-containing protein | WP_014573402.1 helix-turn-helix domain-containing protein | WP_015604662.1 helix-turn-helix domain-containing protein | WP_015647123.1 helix-turn-helix domain-containing protein | WP_023164688.1 helix-turn-helix domain-containing protein | WP_025017251.1 HTH domain-containing protein | WP_025193541.1 helix-turn-helix domain-containing protein | WP_025315428.1 helix-turn-helix transcriptional regulator | WP_029944073.1 helix-turn-helix transcriptional regulator | WP_040975395.1 helix-turn-helix domain-containing protein | WP_042888953.1 helix-turn-helix domain-containing protein | WP_045519160.1 helix-turn-helix domain-containing protein | WP_045519165.1 helix-turn-helix transcriptional regulator | WP_046333744.1 helix-turn-helix domain-containing protein | WP_049409502.1 helix-turn-helix transcriptional regulator | WP_050439618.1 helix-turn-helix transcriptional regulator | WP_050482593.1 helix-turn-helix domain-containing protein | WP_051195857.1 helix-turn-helix domain-containing protein | WP_051664363.1 helix-turn-helix domain-containing protein | WP_052691490.1 helix-turn-helix domain-containing protein | WP_053093062.1 helix-turn-helix domain-containing protein | WP_062931969.1 helix-turn-helix domain-containing protein | WP_064209753.1 helix-turn-helix domain-containing protein | WP_072065292.1 helix-turn-helix transcriptional regulator | WP_072159908.1 helix-turn-helix transcriptional regulator | WP_080783585.1 helix-turn-helix transcriptional regulator | WP_086392276.1 helix-turn-helix transcriptional regulator | WP_086392277.1 helix-turn-helix domain-containing protein | WP_095370800.1 helix-turn-helix domain-containing protein | WP_095370801.1 helix-turn-helix domain-containing protein | WP_103170285.1 helix-turn-helix transcriptional regulator | WP_103301598.1 helix-turn-helix transcriptional regulator | WP_103360818.1 helix-turn-helix domain-containing protein | WP_107610754.1 helix-turn-helix domain-containing protein | WP_107610755.1 helix-turn-helix domain-containing protein | WP_107642683.1 helix-turn-helix domain-containing protein | WP_107642684.1 helix-turn-helix transcriptional regulator | WP_119948058.1 helix-turn-helix domain-containing protein | WP_129531131.1 helix-turn-helix domain-containing protein | WP_129531132.1 helix-turn-helix domain-containing protein | WP_129531133.1 helix-turn-helix domain-containing protein | WP_135023923.1 helix-turn-helix domain-containing protein | WP_154876234.1 helix-turn-helix transcriptional regulator | WP_167114500.1 helix-turn-helix domain-containing protein | WP_202530392.1 helix-turn-helix domain-containing protein | WP_215717065.1 helix-turn-helix domain-containing protein | WP_228259219.1 helix-turn-helix domain-containing protein | WP_229205980.1 helix-turn-helix domain-containing protein | WP_334327507.1 helix-turn-helix transcriptional regulator | WP_336879788.1 helix-turn-helix domain-containing protein | WP_372939128.1 helix-turn-helix domain-containing protein | WP_411675009.1 helix-turn-helix domain-containing protein | WP_437435561.1 helix-turn-helix transcriptional regulator
PICI	FUNC:i_toxin_antitoxin_system_antitoxin_yafn	1	65	0.0154	0	74	0.0000	type I toxin-antitoxin system antitoxin YafN	WP_013319143.1 type I toxin-antitoxin system antitoxin YafN
PICI	FUNC:ii_toxin_antitoxin_system_death_on_curing_toxin	1	65	0.0154	0	74	0.0000	type II toxin-antitoxin system death-on-curing family toxin	WP_023164684.1 type II toxin-antitoxin system death-on-curing family toxin
PICI	FUNC:ii_toxin_antitoxin_system_hicb_antitoxin	1	65	0.0154	0	74	0.0000	type II toxin-antitoxin system HicB family antitoxin	WP_015647111.1 type II toxin-antitoxin system HicB family antitoxin
PICI	FUNC:ii_toxin_antitoxin_system_relb_dinj_antitoxin	1	65	0.0154	0	74	0.0000	type II toxin-antitoxin system RelB/DinJ family antitoxin	WP_043901846.1 type II toxin-antitoxin system RelB/DinJ family antitoxin
PICI	FUNC:ii_toxin_antitoxin_system_rele_pare_toxin	3	65	0.0462	0	74	0.0000	type II toxin-antitoxin system RelE/ParE family toxin	WP_000551587.1 type II toxin-antitoxin system RelE/ParE family toxin | WP_011094293.1 type II toxin-antitoxin system RelE/ParE family toxin | WP_015604673.1 type II toxin-antitoxin system RelE/ParE family toxin
PICI	FUNC:ii_toxin_antitoxin_system_toxin_tsct	1	65	0.0154	5	74	0.0676	type II toxin-antitoxin system toxin TscT	WP_001103959.1 type II toxin-antitoxin system toxin TscT | WP_031914430.1 type II toxin-antitoxin system toxin TscT | WP_049409510.1 type II toxin-antitoxin system toxin TscT | WP_053022392.1 type II toxin-antitoxin system toxin TscT | WP_107639521.1 type II toxin-antitoxin system toxin TscT | WP_243534888.1 type II toxin-antitoxin system toxin TscT
PICI	FUNC:ii_toxin_antitoxin_system_yafo_toxin	1	65	0.0154	0	74	0.0000	type II toxin-antitoxin system YafO family toxin	WP_033570550.1 type II toxin-antitoxin system YafO family toxin | WP_312950375.1 type II toxin-antitoxin system YafO family toxin
PICI	FUNC:inorganic_pyrophosphatase	4	65	0.0615	0	74	0.0000	inorganic pyrophosphatase	WP_040975389.1 inorganic pyrophosphatase | WP_065294730.1 inorganic pyrophosphatase | WP_279895440.1 inorganic pyrophosphatase
PICI	FUNC:integrase	32	65	0.4923	29	74	0.3919	integrase domain-containing protein | integrase family protein | site-specific integrase | tyrosine-type recombinase/integrase	WP_000085256.1 tyrosine-type recombinase/integrase | WP_000085259.1 tyrosine-type recombinase/integrase | WP_000085265.1 tyrosine-type recombinase/integrase | WP_000085273.1 tyrosine-type recombinase/integrase | WP_000085277.1 tyrosine-type recombinase/integrase | WP_000101907.1 integrase domain-containing protein | WP_000704664.1 tyrosine-type recombinase/integrase | WP_000704676.1 tyrosine-type recombinase/integrase | WP_001021177.1 tyrosine-type recombinase/integrase | WP_001021837.1 tyrosine-type recombinase/integrase | WP_001364183.1 tyrosine-type recombinase/integrase | WP_002491528.1 tyrosine-type recombinase/integrase | WP_005577176.1 tyrosine-type recombinase/integrase | WP_005701717.1 tyrosine-type recombinase/integrase | WP_010707087.1 site-specific integrase | WP_010774845.1 site-specific integrase | WP_010905403.1 tyrosine-type recombinase/integrase | WP_011094287.1 integrase domain-containing protein | WP_011677065.1 tyrosine-type recombinase/integrase | WP_011834162.1 tyrosine-type recombinase/integrase | WP_011836145.1 tyrosine-type recombinase/integrase | WP_012898669.1 tyrosine-type recombinase/integrase | WP_013319157.1 tyrosine-type recombinase/integrase | WP_014326462.1 tyrosine-type recombinase/integrase | WP_014570221.1 site-specific integrase | WP_014915002.1 integrase domain-containing protein | WP_015604661.1 tyrosine-type recombinase/integrase | WP_016634813.1 site-specific integrase | WP_021538184.1 tyrosine-type recombinase/integrase | WP_024201490.1 tyrosine-type recombinase/integrase | WP_024414033.1 tyrosine-type recombinase/integrase | WP_025315426.1 integrase domain-containing protein | WP_026888039.1 tyrosine-type recombinase/integrase | WP_031914436.1 tyrosine-type recombinase/integrase | WP_032317082.1 tyrosine-type recombinase/integrase | WP_038666364.1 tyrosine-type recombinase/integrase | WP_038679584.1 site-specific integrase | WP_040975396.1 tyrosine-type recombinase/integrase | WP_042888951.1 site-specific integrase | WP_045136506.1 site-specific integrase | WP_045517696.1 tyrosine-type recombinase/integrase | WP_046333746.1 tyrosine-type recombinase/integrase | WP_048253852.1 tyrosine-type recombinase/integrase | WP_048618056.1 tyrosine-type recombinase/integrase | WP_049409500.1 tyrosine-type recombinase/integrase | WP_050289116.1 tyrosine-type recombinase/integrase | WP_080783584.1 tyrosine-type recombinase/integrase | WP_095370802.1 site-specific integrase | WP_103170287.1 site-specific integrase | WP_103301599.1 tyrosine-type recombinase/integrase | WP_107596511.1 site-specific integrase | WP_107642682.1 site-specific integrase | WP_128875146.1 tyrosine-type recombinase/integrase | WP_129531137.1 tyrosine-type recombinase/integrase | WP_135023920.1 site-specific integrase | WP_181575775.1 site-specific integrase | WP_181597172.1 integrase family protein | WP_238723493.1 tyrosine-type recombinase/integrase | WP_389539713.1 tyrosine-type recombinase/integrase
PICI	FUNC:is3_transposase	1	65	0.0154	0	74	0.0000	IS3 family transposase	WP_187288151.1 IS3 family transposase
PICI	FUNC:kinase	2	65	0.0308	0	74	0.0000	protein kinase	WP_416099388.1 protein kinase
PICI	FUNC:lipoprotein	1	65	0.0154	0	74	0.0000	lipoprotein	WP_275395554.1 lipoprotein
PICI	FUNC:lytic_murein_transglycosylase_b	1	65	0.0154	0	74	0.0000	lytic murein transglycosylase B	WP_000122796.1 lytic murein transglycosylase B
PICI	FUNC:mbl_fold_metallo_hydrolase	1	65	0.0154	0	74	0.0000	MBL fold metallo-hydrolase, partial	WP_343141863.1 MBL fold metallo-hydrolase, partial
PICI	FUNC:minor_capsid	1	65	0.0154	0	74	0.0000	minor capsid protein	WP_079266802.1 minor capsid protein
PICI	FUNC:mor_transcription_activator	4	65	0.0615	0	74	0.0000	Mor transcription activator family protein	WP_005577178.1 Mor transcription activator family protein | WP_005701718.1 Mor transcription activator family protein | WP_005725338.1 Mor transcription activator family protein | WP_040975391.1 Mor transcription activator family protein
PICI	FUNC:multispecies	2	65	0.0308	2	74	0.0270	MULTISPECIES: DNA-binding protein	WP_064757641.1 MULTISPECIES: DNA-binding protein | WP_115338707.1 MULTISPECIES: DNA-binding protein | WP_119919637.1 MULTISPECIES: DNA-binding protein | WP_135023929.1 MULTISPECIES: DNA-binding protein
PICI	FUNC:multispecies_23s_rrna_uracil_1939_c_5_methyltransferase_rlmd	1	65	0.0154	0	74	0.0000	MULTISPECIES: 23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	WP_021542211.1 MULTISPECIES: 23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
PICI	FUNC:multispecies_7_carboxy_7_deazaguanine_synthase_quee	2	65	0.0308	0	74	0.0000	MULTISPECIES: 7-carboxy-7-deazaguanine synthase QueE	WP_001199973.1 MULTISPECIES: 7-carboxy-7-deazaguanine synthase QueE
PICI	FUNC:multispecies_abi	1	65	0.0154	0	74	0.0000	MULTISPECIES: Abi family protein	WP_000801979.1 MULTISPECIES: Abi family protein
PICI	FUNC:multispecies_abortive_infection	1	65	0.0154	2	74	0.0270	MULTISPECIES: abortive infection family protein	WP_047039184.1 MULTISPECIES: abortive infection family protein | WP_071959634.1 MULTISPECIES: abortive infection family protein | WP_181490948.1 MULTISPECIES: abortive infection family protein
PICI	FUNC:multispecies_alanine_trna_ligase	1	65	0.0154	0	74	0.0000	MULTISPECIES: alanine--tRNA ligase	WP_000047184.1 MULTISPECIES: alanine--tRNA ligase
PICI	FUNC:multispecies_aminotransferase	1	65	0.0154	0	74	0.0000	MULTISPECIES: aminotransferase	WP_101999638.1 MULTISPECIES: aminotransferase
PICI	FUNC:multispecies_antirepressor_ant	1	65	0.0154	0	74	0.0000	MULTISPECIES: phage antirepressor Ant	WP_015834861.1 MULTISPECIES: phage antirepressor Ant
PICI	FUNC:multispecies_arc	1	65	0.0154	0	74	0.0000	MULTISPECIES: Arc family DNA-binding protein	WP_160743764.1 MULTISPECIES: Arc family DNA-binding protein
PICI	FUNC:multispecies_asch	1	65	0.0154	0	74	0.0000	MULTISPECIES: ASCH domain-containing protein	WP_005764193.1 MULTISPECIES: ASCH domain-containing protein
PICI	FUNC:multispecies_bacteriocin	3	65	0.0462	0	74	0.0000	MULTISPECIES: bacteriocin	WP_010905061.1 MULTISPECIES: bacteriocin | WP_081172382.1 MULTISPECIES: bacteriocin
PICI	FUNC:multispecies_bacteriocin_immunity	2	65	0.0308	0	74	0.0000	MULTISPECIES: bacteriocin immunity protein	WP_010905062.1 MULTISPECIES: bacteriocin immunity protein | WP_012898670.1 MULTISPECIES: bacteriocin immunity protein
PICI	FUNC:multispecies_bow99_gp33	1	65	0.0154	0	74	0.0000	MULTISPECIES: BOW99_gp33 family protein	WP_046177303.1 MULTISPECIES: BOW99_gp33 family protein
PICI	FUNC:multispecies_bro_n	6	65	0.0923	0	74	0.0000	MULTISPECIES: BRO-N domain-containing protein	WP_003132801.1 MULTISPECIES: BRO-N domain-containing protein | WP_011836147.1 MULTISPECIES: BRO-N domain-containing protein | WP_012898679.1 MULTISPECIES: BRO-N domain-containing protein | WP_023301290.1 MULTISPECIES: BRO-N domain-containing protein | WP_060682960.1 MULTISPECIES: BRO-N domain-containing protein
PICI	FUNC:multispecies_carbon_storage_regulator_csra	1	65	0.0154	0	74	0.0000	MULTISPECIES: carbon storage regulator CsrA	WP_000906486.1 MULTISPECIES: carbon storage regulator CsrA
PICI	FUNC:multispecies_cell_envelope_stress_response_yqcg	2	65	0.0308	0	74	0.0000	MULTISPECIES: cell envelope stress response protein YqcG	WP_001288227.1 MULTISPECIES: cell envelope stress response protein YqcG | WP_001288228.1 MULTISPECIES: cell envelope stress response protein YqcG
