accession	family	batch	size_bytes	file
NZ_CP098858.1	PICI	004	2052	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP098858.1_PICI_output.tsv
NZ_CP098870.1	CFPICI	004	2222	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP098870.1_CFPICI_output.tsv
NZ_CP098874.1	PICI	004	2052	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP098874.1_PICI_output.tsv
NZ_CP098886.1	PICI	004	2052	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP098886.1_PICI_output.tsv
NZ_CP098892.1	PICI	004	2052	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP098892.1_PICI_output.tsv
NZ_CP098898.1	PICI	004	2052	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP098898.1_PICI_output.tsv
NZ_CP098910.1	CFPICI	004	9569	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP098910.1_CFPICI_output.tsv
NZ_CP098910.1	PICI	004	2542	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP098910.1_PICI_output.tsv
NZ_CP101263.1	PICI	004	1854	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP101263.1_PICI_output.tsv
NZ_CP101269.1	PICI	004	1998	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP101269.1_PICI_output.tsv
NZ_CP101274.1	CFPICI	004	3244	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP101274.1_CFPICI_output.tsv
NZ_CP101292.1	CFPICI	004	20595	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP101292.1_CFPICI_output.tsv
NZ_CP101292.1	PICI	004	18193	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP101292.1_PICI_output.tsv
NZ_CP101305.1	CFPICI	004	4985	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP101305.1_CFPICI_output.tsv
NZ_CP101615.1	PICI	004	2052	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP101615.1_PICI_output.tsv
NZ_CP101705.1	PICI	004	2052	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP101705.1_PICI_output.tsv
NZ_CP101858.1	CFPICI	004	6271	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP101858.1_CFPICI_output.tsv
NZ_CP102061.1	CFPICI	004	4952	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP102061.1_CFPICI_output.tsv
NZ_CP102061.1	PICI	004	3534	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP102061.1_PICI_output.tsv
NZ_CP103295.1	PICI	004	2054	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP103295.1_PICI_output.tsv
NZ_CP115312.1	PICI	004	1979	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP115312.1_PICI_output.tsv
NZ_CP115351.1	PICI	004	2027	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP115351.1_PICI_output.tsv
NZ_CP116925.1	PICI	004	10846	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP116925.1_PICI_output.tsv
NZ_CP116970.1	PICI	004	2006	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP116970.1_PICI_output.tsv
NZ_CP119577.1	CFPICI	004	3204	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP119577.1_CFPICI_output.tsv
NZ_CP119577.1	PICI	004	6236	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP119577.1_PICI_output.tsv
NZ_CP125885.1	CFPICI	004	3309	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP125885.1_CFPICI_output.tsv
NZ_CP125885.1	PICI	004	3941	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP125885.1_PICI_output.tsv
NZ_CP125889.1	CFPICI	004	13413	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP125889.1_CFPICI_output.tsv
NZ_CP125889.1	PICI	004	10964	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP125889.1_PICI_output.tsv
NZ_CP132061.1	PICI	004	2029	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP132061.1_PICI_output.tsv
NZ_CP132063.1	PICI	004	6638	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP132063.1_PICI_output.tsv
NZ_CP132594.1	PICI	004	2059	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP132594.1_PICI_output.tsv
NZ_CP133657.1	PICI	004	2054	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP133657.1_PICI_output.tsv
NZ_CP134353.1	PICI	004	2041	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP134353.1_PICI_output.tsv
NZ_CP134376.1	PICI	004	2029	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP134376.1_PICI_output.tsv
NZ_CP134380.1	PICI	004	2009	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP134380.1_PICI_output.tsv
NZ_CP135502.1	CFPICI	004	2896	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP135502.1_CFPICI_output.tsv
NZ_CP135502.1	PICI	004	2531	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP135502.1_PICI_output.tsv
NZ_CP137162.1	PICI	004	2043	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP137162.1_PICI_output.tsv
NZ_CP142677.1	PICI	004	1854	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP142677.1_PICI_output.tsv
NZ_CP142680.1	PICI	004	2051	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP142680.1_PICI_output.tsv
NZ_CP145099.1	CFPICI	004	3292	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP145099.1_CFPICI_output.tsv
NZ_CP145099.1	PICI	004	4615	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP145099.1_PICI_output.tsv
NZ_CP146019.1	PICI	004	2042	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP146019.1_PICI_output.tsv
NZ_CP148289.1	PICI	004	3997	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP148289.1_PICI_output.tsv
NZ_CP148349.1	CFPICI	004	4229	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP148349.1_CFPICI_output.tsv
NZ_CP148349.1	PICI	004	9218	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP148349.1_PICI_output.tsv
NZ_CP148357.1	CFPICI	004	24116	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP148357.1_CFPICI_output.tsv
NZ_CP148357.1	PICI	004	17088	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP148357.1_PICI_output.tsv
NZ_CP148378.1	CFPICI	004	5713	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP148378.1_CFPICI_output.tsv
NZ_CP148378.1	PICI	004	6736	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP148378.1_PICI_output.tsv
NZ_CP148474.1	CFPICI	004	11548	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP148474.1_CFPICI_output.tsv
NZ_CP148474.1	PICI	004	8879	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP148474.1_PICI_output.tsv
NZ_CP150075.1	CFPICI	004	5931	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP150075.1_CFPICI_output.tsv
NZ_CP151005.1	CFPICI	005	2930	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/CFPICI/NZ_CP151005.1_CFPICI_output.tsv
NZ_CP151005.1	PICI	005	2040	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/PICI/NZ_CP151005.1_PICI_output.tsv
NZ_CP151030.1	CFPICI	005	3116	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/CFPICI/NZ_CP151030.1_CFPICI_output.tsv
NZ_CP151038.1	PICI	005	9094	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/PICI/NZ_CP151038.1_PICI_output.tsv
NZ_CP151042.1	PICI	005	3869	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/PICI/NZ_CP151042.1_PICI_output.tsv
NZ_CP151045.1	CFPICI	005	6315	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/CFPICI/NZ_CP151045.1_CFPICI_output.tsv
NZ_CP151045.1	PICI	005	2043	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/PICI/NZ_CP151045.1_PICI_output.tsv
NZ_CP151050.1	CFPICI	005	8034	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/CFPICI/NZ_CP151050.1_CFPICI_output.tsv
NZ_CP151050.1	PICI	005	4905	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/PICI/NZ_CP151050.1_PICI_output.tsv
NZ_CP155528.1	CFPICI	005	3286	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/CFPICI/NZ_CP155528.1_CFPICI_output.tsv
NZ_CP155727.1	CFPICI	005	6172	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/CFPICI/NZ_CP155727.1_CFPICI_output.tsv
NZ_CP155727.1	PICI	005	2055	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/PICI/NZ_CP155727.1_PICI_output.tsv
NZ_CP158429.1	CFPICI	005	6301	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/CFPICI/NZ_CP158429.1_CFPICI_output.tsv
NZ_CP158429.1	PICI	005	4908	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/PICI/NZ_CP158429.1_PICI_output.tsv
NZ_CP158441.1	PICI	005	2052	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/PICI/NZ_CP158441.1_PICI_output.tsv
NZ_CP161802.1	PICI	005	2019	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/PICI/NZ_CP161802.1_PICI_output.tsv
NZ_CP162163.1	CFPICI	005	3264	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/CFPICI/NZ_CP162163.1_CFPICI_output.tsv
NZ_CP162163.1	PICI	005	4381	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/PICI/NZ_CP162163.1_PICI_output.tsv
NZ_CP163516.1	PICI	005	6264	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/PICI/NZ_CP163516.1_PICI_output.tsv
NZ_CP168035.1	PICI	005	1865	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/PICI/NZ_CP168035.1_PICI_output.tsv
NZ_CP168981.1	CFPICI	005	15187	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/CFPICI/NZ_CP168981.1_CFPICI_output.tsv
NZ_CP168981.1	PICI	005	20898	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/PICI/NZ_CP168981.1_PICI_output.tsv
NZ_CP168991.1	CFPICI	005	8809	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/CFPICI/NZ_CP168991.1_CFPICI_output.tsv
NZ_CP168991.1	PICI	005	10119	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/PICI/NZ_CP168991.1_PICI_output.tsv
NZ_CP169003.1	CFPICI	005	15187	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/CFPICI/NZ_CP169003.1_CFPICI_output.tsv
NZ_CP169003.1	PICI	005	20913	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/PICI/NZ_CP169003.1_PICI_output.tsv
NZ_CP169008.1	CFPICI	005	14450	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/CFPICI/NZ_CP169008.1_CFPICI_output.tsv
NZ_CP169008.1	PICI	005	5460	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/PICI/NZ_CP169008.1_PICI_output.tsv
NZ_CP169632.1	PICI	005	2059	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/PICI/NZ_CP169632.1_PICI_output.tsv
NZ_CP169633.1	PICI	005	2059	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/PICI/NZ_CP169633.1_PICI_output.tsv
NZ_CP170328.1	CFPICI	005	2914	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/CFPICI/NZ_CP170328.1_CFPICI_output.tsv
NZ_CP170328.1	PICI	005	1887	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/PICI/NZ_CP170328.1_PICI_output.tsv
NZ_CP170509.1	PICI	005	2019	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/PICI/NZ_CP170509.1_PICI_output.tsv
NZ_CP171883.1	CFPICI	005	3255	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/CFPICI/NZ_CP171883.1_CFPICI_output.tsv
NZ_CP171883.1	PICI	005	2003	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/PICI/NZ_CP171883.1_PICI_output.tsv
NZ_CP172108.1	CFPICI	005	8782	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/CFPICI/NZ_CP172108.1_CFPICI_output.tsv
NZ_CP189657.1	CFPICI	005	3111	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/CFPICI/NZ_CP189657.1_CFPICI_output.tsv
NZ_CP189662.1	CFPICI	005	1873	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/CFPICI/NZ_CP189662.1_CFPICI_output.tsv
NZ_CP189662.1	PICI	005	2325	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/PICI/NZ_CP189662.1_PICI_output.tsv
NZ_CP196412.1	CFPICI	005	3346	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/CFPICI/NZ_CP196412.1_CFPICI_output.tsv
NZ_CP200247.1	CFPICI	005	3243	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/CFPICI/NZ_CP200247.1_CFPICI_output.tsv
NZ_JBVVYP010000013.1	PICI	006	5798	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/006/RESULTS/PICI/NZ_JBVVYP010000013.1_PICI_output.tsv
NZ_NSFK01000001.1	PICI	008	2905	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/008/RESULTS/PICI/NZ_NSFK01000001.1_PICI_output.tsv
NZ_OGTW02000028.1	PICI	009	2208	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/009/RESULTS/PICI/NZ_OGTW02000028.1_PICI_output.tsv
NZ_OGTW02000044.1	PICI	009	3509	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/009/RESULTS/PICI/NZ_OGTW02000044.1_PICI_output.tsv
NZ_OGTW02000045.1	CFPICI	009	2938	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/009/RESULTS/CFPICI/NZ_OGTW02000045.1_CFPICI_output.tsv
NZ_OGTW02000046.1	CFPICI	009	2843	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/009/RESULTS/CFPICI/NZ_OGTW02000046.1_CFPICI_output.tsv
PV944735.1	MFMR	009	1432	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/009/RESULTS/MFMR/PV944735.1_MFMR_output.tsv
