batch	family	accession	region_name	region_number	core_start	core_end	strand	n_orfs	n_core_orfs	genome_fasta	output_fasta	status	source_tsv
002	PICI	CP178226.1	PICI REGION 3 - CP178226.1	3	706161	719565	mixed	22	12	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/002/CP178226.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/CP178226.1_R3_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/002/RESULTS/PICI/CP178226.1_PICI_output.tsv
002	PICI	CP184549.1	PICI REGION 1 - CP184549.1	1	1271567	1283365	mixed	30	20	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/002/CP184549.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/CP184549.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/002/RESULTS/PICI/CP184549.1_PICI_output.tsv
002	PICI	CP184549.1	PICI REGION 2 - CP184549.1	2	1281551	1296007	mixed	24	14	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/002/CP184549.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/CP184549.1_R2_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/002/RESULTS/PICI/CP184549.1_PICI_output.tsv
002	PICI	CP184551.1	PICI REGION 1 - CP184551.1	1	2577817	2589615	mixed	30	20	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/002/CP184551.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/CP184551.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/002/RESULTS/PICI/CP184551.1_PICI_output.tsv
002	PICI	CP184551.1	PICI REGION 2 - CP184551.1	2	2565175	2579631	mixed	24	14	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/002/CP184551.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/CP184551.1_R2_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/002/RESULTS/PICI/CP184551.1_PICI_output.tsv
002	PICI	FR821779.1	PICI REGION 1 - FR821779.1	1	852047	862196	mixed	28	18	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/002/FR821779.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/FR821779.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/002/RESULTS/PICI/FR821779.1_PICI_output.tsv
010	PICI	LJGV01000022.1	PICI REGION 1 - LJGV01000022.1	1	5260763	5275723	mixed	24	14	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/010/LJGV01000022.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/LJGV01000022.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/010/RESULTS/PICI/LJGV01000022.1_PICI_output.tsv
002	PICI	LR586016.1	PICI REGION 1 - LR586016.1	1	3192639	3206020	mixed	24	14	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/010/LR586016.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/LR586016.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/002/RESULTS/PICI/LR586016.1_PICI_output.tsv
003	PICI	LR593886.1	PICI REGION 1 - LR593886.1	1	5261556	5267760	-1	16	6	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/010/LR593886.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/LR593886.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/LR593886.1_PICI_output.tsv
003	PICI	LR593887.1	PICI REGION 1 - LR593887.1	1	3192639	3206020	mixed	24	14	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/010/LR593887.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/LR593887.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/LR593887.1_PICI_output.tsv
003	PICI	LR593888.1	PICI REGION 1 - LR593888.1	1	8507760	8519909	mixed	27	17	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/010/LR593888.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/LR593888.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/LR593888.1_PICI_output.tsv
010	PICI	LWMQ01000001.1	PICI REGION 1 - LWMQ01000001.1	1	3415000	3425969	mixed	21	11	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/010/LWMQ01000001.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/LWMQ01000001.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/010/RESULTS/PICI/LWMQ01000001.1_PICI_output.tsv
003	PICI	NC_000913.3	PICI REGION 1 - NC_000913.3	1	2904747	2907941	mixed	14	4	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NC_000913.3.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NC_000913.3_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NC_000913.3_PICI_output.tsv
003	PICI	NC_002695.2	PICI REGION 1 - NC_002695.2	1	3624682	3630467	mixed	16	6	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NC_002695.2.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NC_002695.2_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NC_002695.2_PICI_output.tsv
003	PICI	NC_003028.3	PICI REGION 1 - NC_003028.3	1	1063231	1074020	mixed	28	18	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NC_003028.3.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NC_003028.3_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NC_003028.3_PICI_output.tsv
003	PICI	NC_003197.2	PICI REGION 1 - NC_003197.2	1	3096564	3102481	mixed	16	6	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NC_003197.2.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NC_003197.2_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NC_003197.2_PICI_output.tsv
003	PICI	NC_004668.1	PICI REGION 1 - NC_004668.1	1	2818345	2829554	mixed	29	19	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NC_004668.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NC_004668.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NC_004668.1_PICI_output.tsv
003	PICI	NC_004668.1	PICI REGION 2 - NC_004668.1	2	1408387	1419054	1	33	23	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NC_004668.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NC_004668.1_R2_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NC_004668.1_PICI_output.tsv
003	PICI	NZ_AP024237.1	PICI REGION 1 - NZ_AP024237.1	1	3237134	3247143	mixed	24	14	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_AP024237.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_AP024237.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_AP024237.1_PICI_output.tsv
003	PICI	NZ_AP025179.1	PICI REGION 1 - NZ_AP025179.1	1	1992906	1999782	-1	16	6	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_AP025179.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_AP025179.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_AP025179.1_PICI_output.tsv
003	PICI	NZ_AP035757.1	PICI REGION 1 - NZ_AP035757.1	1	1000410	1004527	mixed	15	5	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_AP035757.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_AP035757.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_AP035757.1_PICI_output.tsv
003	PICI	NZ_AP044770.1	PICI REGION 1 - NZ_AP044770.1	1	1000684	1004800	mixed	15	5	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_AP044770.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_AP044770.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_AP044770.1_PICI_output.tsv
003	PICI	NZ_CM128549.1	PICI REGION 1 - NZ_CM128549.1	1	4322668	4326785	mixed	15	5	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128549.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128549.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128549.1_PICI_output.tsv
003	PICI	NZ_CM128581.1	PICI REGION 1 - NZ_CM128581.1	1	2834481	2846264	mixed	34	24	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128581.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128581.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128581.1_PICI_output.tsv
003	PICI	NZ_CM128581.1	PICI REGION 2 - NZ_CM128581.1	2	3840334	3843528	mixed	14	4	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128581.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128581.1_R2_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128581.1_PICI_output.tsv
003	PICI	NZ_CM128582.1	PICI REGION 1 - NZ_CM128582.1	1	1524830	1528024	mixed	14	4	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128582.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128582.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128582.1_PICI_output.tsv
003	PICI	NZ_CM128583.1	PICI REGION 1 - NZ_CM128583.1	1	2582066	2591231	mixed	25	15	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128583.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128583.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128583.1_PICI_output.tsv
003	PICI	NZ_CM128583.1	PICI REGION 2 - NZ_CM128583.1	2	1293261	1300469	mixed	17	7	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128583.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128583.1_R2_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128583.1_PICI_output.tsv
003	PICI	NZ_CM128584.1	PICI REGION 1 - NZ_CM128584.1	1	4063543	4073225	mixed	27	17	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128584.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128584.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128584.1_PICI_output.tsv
003	PICI	NZ_CM128584.1	PICI REGION 2 - NZ_CM128584.1	2	1155048	1160806	mixed	16	6	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128584.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128584.1_R2_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128584.1_PICI_output.tsv
003	PICI	NZ_CM128585.1	PICI REGION 1 - NZ_CM128585.1	1	1019353	1022547	mixed	14	4	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128585.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128585.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128585.1_PICI_output.tsv
003	PICI	NZ_CM128586.1	PICI REGION 1 - NZ_CM128586.1	1	1625136	1630909	mixed	16	6	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128586.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128586.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128586.1_PICI_output.tsv
003	PICI	NZ_CM128587.1	PICI REGION 1 - NZ_CM128587.1	1	986101	989295	mixed	14	4	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128587.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128587.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128587.1_PICI_output.tsv
003	PICI	NZ_CM128587.1	PICI REGION 2 - NZ_CM128587.1	2	3127815	3137551	mixed	26	16	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128587.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128587.1_R2_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128587.1_PICI_output.tsv
003	PICI	NZ_CM128588.1	PICI REGION 1 - NZ_CM128588.1	1	2363631	2372795	mixed	24	14	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128588.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128588.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128588.1_PICI_output.tsv
003	PICI	NZ_CM128588.1	PICI REGION 2 - NZ_CM128588.1	2	1106073	1111846	mixed	16	6	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128588.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128588.1_R2_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128588.1_PICI_output.tsv
003	PICI	NZ_CM128589.1	PICI REGION 1 - NZ_CM128589.1	1	3230952	3241313	mixed	28	18	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128589.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128589.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128589.1_PICI_output.tsv
003	PICI	NZ_CM128589.1	PICI REGION 2 - NZ_CM128589.1	2	1085758	1088955	mixed	14	4	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128589.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128589.1_R2_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128589.1_PICI_output.tsv
003	PICI	NZ_CM128590.1	PICI REGION 1 - NZ_CM128590.1	1	3729852	3744726	-1	25	15	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128590.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128590.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128590.1_PICI_output.tsv
003	PICI	NZ_CM128590.1	PICI REGION 2 - NZ_CM128590.1	2	1096721	1099918	mixed	14	4	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128590.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128590.1_R2_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128590.1_PICI_output.tsv
003	PICI	NZ_CM128591.1	PICI REGION 1 - NZ_CM128591.1	1	4069997	4073191	mixed	14	4	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128591.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128591.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128591.1_PICI_output.tsv
003	PICI	NZ_CM128592.1	PICI REGION 1 - NZ_CM128592.1	1	1988618	1991812	mixed	14	4	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128592.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128592.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128592.1_PICI_output.tsv
003	PICI	NZ_CM128593.1	PICI REGION 1 - NZ_CM128593.1	1	2019857	2032210	mixed	38	28	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128593.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128593.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128593.1_PICI_output.tsv
003	PICI	NZ_CM128593.1	PICI REGION 2 - NZ_CM128593.1	2	1049083	1055419	mixed	19	9	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128593.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128593.1_R2_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128593.1_PICI_output.tsv
003	PICI	NZ_CM128594.1	PICI REGION 1 - NZ_CM128594.1	1	1698635	1708305	mixed	26	16	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128594.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128594.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128594.1_PICI_output.tsv
003	PICI	NZ_CM128594.1	PICI REGION 2 - NZ_CM128594.1	2	2048444	2057247	mixed	29	19	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128594.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128594.1_R2_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128594.1_PICI_output.tsv
003	PICI	NZ_CM128594.1	PICI REGION 3 - NZ_CM128594.1	3	2055768	2068380	1	32	22	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128594.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128594.1_R3_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128594.1_PICI_output.tsv
003	PICI	NZ_CM128594.1	PICI REGION 4 - NZ_CM128594.1	4	1067626	1073414	mixed	16	6	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128594.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128594.1_R4_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128594.1_PICI_output.tsv
003	PICI	NZ_CM128595.1	PICI REGION 1 - NZ_CM128595.1	1	2151937	2157710	mixed	16	6	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128595.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128595.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128595.1_PICI_output.tsv
003	PICI	NZ_CM128596.1	PICI REGION 1 - NZ_CM128596.1	1	1698634	1708304	mixed	26	16	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128596.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128596.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128596.1_PICI_output.tsv
003	PICI	NZ_CM128596.1	PICI REGION 2 - NZ_CM128596.1	2	2048443	2057246	mixed	29	19	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128596.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128596.1_R2_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128596.1_PICI_output.tsv
003	PICI	NZ_CM128596.1	PICI REGION 3 - NZ_CM128596.1	3	2055767	2068379	1	32	22	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128596.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128596.1_R3_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128596.1_PICI_output.tsv
003	PICI	NZ_CM128596.1	PICI REGION 4 - NZ_CM128596.1	4	1067626	1073414	mixed	16	6	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128596.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128596.1_R4_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128596.1_PICI_output.tsv
003	PICI	NZ_CM128597.1	PICI REGION 1 - NZ_CM128597.1	1	1655054	1658249	mixed	14	4	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128597.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128597.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128597.1_PICI_output.tsv
003	PICI	NZ_CM128598.1	PICI REGION 1 - NZ_CM128598.1	1	1146953	1152741	mixed	16	6	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128598.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128598.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128598.1_PICI_output.tsv
003	PICI	NZ_CM128599.1	PICI REGION 1 - NZ_CM128599.1	1	1989152	1994940	mixed	16	6	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128599.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128599.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128599.1_PICI_output.tsv
003	PICI	NZ_CM128600.1	PICI REGION 1 - NZ_CM128600.1	1	1066064	1071852	mixed	16	6	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128600.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128600.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128600.1_PICI_output.tsv
003	PICI	NZ_CM128601.1	PICI REGION 1 - NZ_CM128601.1	1	2056470	2066490	mixed	31	21	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128601.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128601.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128601.1_PICI_output.tsv
003	PICI	NZ_CM128601.1	PICI REGION 2 - NZ_CM128601.1	2	2063505	2075977	1	31	21	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128601.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128601.1_R2_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128601.1_PICI_output.tsv
