family	accession	region	core_start	core_end	core_len_bp	n_core_orfs	had_blastn_support	query_length	supported_bp	core_region_family_coverage	core_region_family_coverage_percent	coverage_bin	family_supported_weighted_identity	family_supported_weighted_identity_percent	top_reference	top_reference_query_fraction	top_reference_query_fraction_percent	top_reference_weighted_identity	n_references_hit	n_hsps_total	query_id	output_fasta	source_tsv
PICI	NZ_CM128581.1	R2	3840334	3843528	3195	4	1	3195	3195	1.0	100.00%	75-100%	99.317	99.32%	CP057584.1_1088918_1103260	1.0	100.00%	99.124	2	2	NZ_CM128581.1|PICI|R2|core|batch=003|record=NZ_CM128581.1_Escherichia_coli_strain_700462_chromosome__whole_genome_shotgun_sequence|start=3840334|end=3843528|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128581.1_R2_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128581.1_PICI_output.tsv
PICI	NZ_CM128582.1	R1	1524830	1528024	3195	4	1	3195	3195	1.0	100.00%	75-100%	99.476	99.48%	CP057584.1_1088918_1103260	1.0	100.00%	98.967	2	2	NZ_CM128582.1|PICI|R1|core|batch=003|record=NZ_CM128582.1_Escherichia_coli_strain_600029_chromosome__whole_genome_shotgun_sequence|start=1524830|end=1528024|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128582.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128582.1_PICI_output.tsv
PICI	NZ_CM128583.1	R1	2582066	2591231	9166	15	1	9166	8858	0.9664	96.64%	75-100%	93.44	93.44%	AE014075.1_1377749_1389210	0.8649	86.49%	92.238	10	44	NZ_CM128583.1|PICI|R1|core|batch=003|record=NZ_CM128583.1_Escherichia_coli_strain_401656_chromosome__whole_genome_shotgun_sequence|start=2582066|end=2591231|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128583.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128583.1_PICI_output.tsv
PICI	NZ_CM128583.1	R2	1293261	1300469	7209	7	1	7209	2907	0.4032	40.32%	25-50%	95.053	95.05%	CP057584.1_1088918_1103260	0.4032	40.32%	95.153	2	4	NZ_CM128583.1|PICI|R2|core|batch=003|record=NZ_CM128583.1_Escherichia_coli_strain_401656_chromosome__whole_genome_shotgun_sequence|start=1293261|end=1300469|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128583.1_R2_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128583.1_PICI_output.tsv
PICI	NZ_CM128584.1	R1	4063543	4073225	9683	17	1	9683	9683	1.0	100.00%	75-100%	90.734	90.73%	CP002212.1_249047_259688	1.0	100.00%	100.0	10	48	NZ_CM128584.1|PICI|R1|core|batch=003|record=NZ_CM128584.1_Escherichia_coli_strain_400625_chromosome__whole_genome_shotgun_sequence|start=4063543|end=4073225|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128584.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128584.1_PICI_output.tsv
PICI	NZ_CM128584.1	R2	1155048	1160806	5759	6	1	5759	2907	0.5048	50.48%	50-75%	95.053	95.05%	CP057584.1_1088918_1103260	0.5048	50.48%	95.153	2	4	NZ_CM128584.1|PICI|R2|core|batch=003|record=NZ_CM128584.1_Escherichia_coli_strain_400625_chromosome__whole_genome_shotgun_sequence|start=1155048|end=1160806|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128584.1_R2_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128584.1_PICI_output.tsv
PICI	NZ_CM128585.1	R1	1019353	1022547	3195	4	1	3195	3195	1.0	100.00%	75-100%	99.476	99.48%	CP057584.1_1088918_1103260	1.0	100.00%	98.967	2	2	NZ_CM128585.1|PICI|R1|core|batch=003|record=NZ_CM128585.1_Escherichia_coli_strain_300490_chromosome__whole_genome_shotgun_sequence|start=1019353|end=1022547|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128585.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128585.1_PICI_output.tsv
PICI	NZ_CM128586.1	R1	1625136	1630909	5774	6	1	5774	2317	0.4013	40.13%	25-50%	96.609	96.61%	CP057584.1_1088918_1103260	0.4013	40.13%	96.766	2	4	NZ_CM128586.1|PICI|R1|core|batch=003|record=NZ_CM128586.1_Escherichia_coli_strain_300444_chromosome__whole_genome_shotgun_sequence|start=1625136|end=1630909|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128586.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128586.1_PICI_output.tsv
PICI	NZ_CM128587.1	R1	986101	989295	3195	4	1	3195	3195	1.0	100.00%	75-100%	99.476	99.48%	CP057584.1_1088918_1103260	1.0	100.00%	98.967	2	2	NZ_CM128587.1|PICI|R1|core|batch=003|record=NZ_CM128587.1_Escherichia_coli_strain_300081_chromosome__whole_genome_shotgun_sequence|start=986101|end=989295|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128587.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128587.1_PICI_output.tsv
PICI	NZ_CM128587.1	R2	3127815	3137551	9737	16	0	9737	0	0.0	0.00%	0%							0	0		/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128587.1_R2_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128587.1_PICI_output.tsv
PICI	NZ_CM128588.1	R1	2363631	2372795	9165	14	1	9165	9165	1.0	100.00%	75-100%	93.733	93.73%	JHJE01000001.1_141718_153137	1.0	100.00%	99.967	10	36	NZ_CM128588.1|PICI|R1|core|batch=003|record=NZ_CM128588.1_Escherichia_coli_strain_300033_chromosome__whole_genome_shotgun_sequence|start=2363631|end=2372795|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128588.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128588.1_PICI_output.tsv
PICI	NZ_CM128588.1	R2	1106073	1111846	5774	6	1	5774	2317	0.4013	40.13%	25-50%	96.609	96.61%	CP057584.1_1088918_1103260	0.4013	40.13%	96.766	2	4	NZ_CM128588.1|PICI|R2|core|batch=003|record=NZ_CM128588.1_Escherichia_coli_strain_300033_chromosome__whole_genome_shotgun_sequence|start=1106073|end=1111846|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128588.1_R2_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128588.1_PICI_output.tsv
PICI	NZ_CM128589.1	R1	3230952	3241313	10362	18	1	10362	3565	0.344	34.40%	25-50%	85.48	85.48%	CP009072.1_106749_118031	0.3012	30.12%	84.184	10	32	NZ_CM128589.1|PICI|R1|core|batch=003|record=NZ_CM128589.1_Escherichia_coli_strain_200177_chromosome__whole_genome_shotgun_sequence|start=3230952|end=3241313|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128589.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128589.1_PICI_output.tsv
PICI	NZ_CM128589.1	R2	1085758	1088955	3198	4	1	3198	3198	1.0	100.00%	75-100%	97.634	97.63%	CP057584.1_1088918_1103260	1.0	100.00%	97.561	2	2	NZ_CM128589.1|PICI|R2|core|batch=003|record=NZ_CM128589.1_Escherichia_coli_strain_200177_chromosome__whole_genome_shotgun_sequence|start=1085758|end=1088955|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128589.1_R2_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128589.1_PICI_output.tsv
PICI	NZ_CM128590.1	R1	3729852	3744726	14875	15	1	14875	4847	0.3258	32.58%	25-50%	78.312	78.31%	CP012554.1_2684917_2697361	0.2356	23.56%	77.377	10	19	NZ_CM128590.1|PICI|R1|core|batch=003|record=NZ_CM128590.1_Escherichia_coli_strain_200164_chromosome__whole_genome_shotgun_sequence|start=3729852|end=3744726|strand=-1	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128590.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128590.1_PICI_output.tsv
PICI	NZ_CM128590.1	R2	1096721	1099918	3198	4	1	3198	3198	1.0	100.00%	75-100%	97.539	97.54%	CP057584.1_1088918_1103260	1.0	100.00%	97.467	2	2	NZ_CM128590.1|PICI|R2|core|batch=003|record=NZ_CM128590.1_Escherichia_coli_strain_200164_chromosome__whole_genome_shotgun_sequence|start=1096721|end=1099918|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128590.1_R2_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128590.1_PICI_output.tsv
PICI	NZ_CM128591.1	R1	4069997	4073191	3195	4	1	3195	3195	1.0	100.00%	75-100%	99.444	99.44%	CP057584.1_1088918_1103260	1.0	100.00%	98.936	2	2	NZ_CM128591.1|PICI|R1|core|batch=003|record=NZ_CM128591.1_Escherichia_coli_strain_200112_chromosome__whole_genome_shotgun_sequence|start=4069997|end=4073191|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128591.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128591.1_PICI_output.tsv
PICI	NZ_CM128592.1	R1	1988618	1991812	3195	4	1	3195	3195	1.0	100.00%	75-100%	99.476	99.48%	CP057584.1_1088918_1103260	1.0	100.00%	98.967	2	2	NZ_CM128592.1|PICI|R1|core|batch=003|record=NZ_CM128592.1_Escherichia_coli_strain_200088_chromosome__whole_genome_shotgun_sequence|start=1988618|end=1991812|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128592.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128592.1_PICI_output.tsv
PICI	NZ_CM128593.1	R1	2019857	2032210	12354	28	1	12354	263	0.0213	2.13%	>0-10%	78.271	78.27%	AP010953.1_3041660_3050231	0.0209	2.09%	75.465	7	7	NZ_CM128593.1|PICI|R1|core|batch=003|record=NZ_CM128593.1_Escherichia_coli_strain_100416_chromosome__whole_genome_shotgun_sequence|start=2019857|end=2032210|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128593.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128593.1_PICI_output.tsv
PICI	NZ_CM128593.1	R2	1049083	1055419	6337	9	1	6337	2319	0.3659	36.59%	25-50%	97.58	97.58%	CP057584.1_1088918_1103260	0.3659	36.59%	97.673	2	4	NZ_CM128593.1|PICI|R2|core|batch=003|record=NZ_CM128593.1_Escherichia_coli_strain_100416_chromosome__whole_genome_shotgun_sequence|start=1049083|end=1055419|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128593.1_R2_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128593.1_PICI_output.tsv
PICI	NZ_CM128594.1	R1	1698635	1708305	9671	16	1	9671	7828	0.8094	80.94%	75-100%	85.778	85.78%	CP009072.1_106749_118031	0.5662	56.62%	85.073	10	63	NZ_CM128594.1|PICI|R1|core|batch=003|record=NZ_CM128594.1_Escherichia_coli_strain_100248_chromosome__whole_genome_shotgun_sequence|start=1698635|end=1708305|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128594.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128594.1_PICI_output.tsv
PICI	NZ_CM128594.1	R2	2048444	2057247	8804	19	0	8804	0	0.0	0.00%	0%							0	0		/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128594.1_R2_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128594.1_PICI_output.tsv
PICI	NZ_CM128594.1	R3	2055768	2068380	12613	22	0	12613	0	0.0	0.00%	0%							0	0		/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128594.1_R3_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128594.1_PICI_output.tsv
PICI	NZ_CM128594.1	R4	1067626	1073414	5789	6	1	5789	2319	0.4006	40.06%	25-50%	96.678	96.68%	CP057584.1_1088918_1103260	0.4006	40.06%	96.769	2	4	NZ_CM128594.1|PICI|R4|core|batch=003|record=NZ_CM128594.1_Escherichia_coli_strain_100248_chromosome__whole_genome_shotgun_sequence|start=1067626|end=1073414|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128594.1_R4_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128594.1_PICI_output.tsv
PICI	NZ_CM128595.1	R1	2151937	2157710	5774	6	1	5774	2319	0.4016	40.16%	25-50%	96.963	96.96%	CP057584.1_1088918_1103260	0.4016	40.16%	97.07	2	4	NZ_CM128595.1|PICI|R1|core|batch=003|record=NZ_CM128595.1_Escherichia_coli_strain_100181_chromosome__whole_genome_shotgun_sequence|start=2151937|end=2157710|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128595.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128595.1_PICI_output.tsv
PICI	NZ_CM128596.1	R1	1698634	1708304	9671	16	1	9671	7828	0.8094	80.94%	75-100%	85.799	85.80%	CP009072.1_106749_118031	0.5662	56.62%	85.091	10	63	NZ_CM128596.1|PICI|R1|core|batch=003|record=NZ_CM128596.1_Escherichia_coli_strain_100117_chromosome__whole_genome_shotgun_sequence|start=1698634|end=1708304|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128596.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128596.1_PICI_output.tsv
PICI	NZ_CM128596.1	R2	2048443	2057246	8804	19	0	8804	0	0.0	0.00%	0%							0	0		/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128596.1_R2_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128596.1_PICI_output.tsv
PICI	NZ_CM128596.1	R3	2055767	2068379	12613	22	0	12613	0	0.0	0.00%	0%							0	0		/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128596.1_R3_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128596.1_PICI_output.tsv
PICI	NZ_CM128596.1	R4	1067626	1073414	5789	6	1	5789	2319	0.4006	40.06%	25-50%	96.678	96.68%	CP057584.1_1088918_1103260	0.4006	40.06%	96.769	2	4	NZ_CM128596.1|PICI|R4|core|batch=003|record=NZ_CM128596.1_Escherichia_coli_strain_100117_chromosome__whole_genome_shotgun_sequence|start=1067626|end=1073414|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128596.1_R4_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128596.1_PICI_output.tsv
PICI	NZ_CM128597.1	R1	1655054	1658249	3196	4	1	3196	3196	1.0	100.00%	75-100%	96.045	96.05%	CP057584.1_1088918_1103260	1.0	100.00%	95.995	2	2	NZ_CM128597.1|PICI|R1|core|batch=003|record=NZ_CM128597.1_Escherichia_coli_strain_E700025_chromosome__whole_genome_shotgun_sequence|start=1655054|end=1658249|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128597.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128597.1_PICI_output.tsv
PICI	NZ_CM128598.1	R1	1146953	1152741	5789	6	1	5789	2319	0.4006	40.06%	25-50%	96.678	96.68%	CP057584.1_1088918_1103260	0.4006	40.06%	96.769	2	4	NZ_CM128598.1|PICI|R1|core|batch=003|record=NZ_CM128598.1_Escherichia_coli_strain_E600003_chromosome__whole_genome_shotgun_sequence|start=1146953|end=1152741|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128598.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128598.1_PICI_output.tsv
PICI	NZ_CM128599.1	R1	1989152	1994940	5789	6	1	5789	2319	0.4006	40.06%	25-50%	96.678	96.68%	CP057584.1_1088918_1103260	0.4006	40.06%	96.769	2	4	NZ_CM128599.1|PICI|R1|core|batch=003|record=NZ_CM128599.1_Escherichia_coli_strain_E500002_chromosome__whole_genome_shotgun_sequence|start=1989152|end=1994940|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128599.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128599.1_PICI_output.tsv
PICI	NZ_CM128600.1	R1	1066064	1071852	5789	6	1	5789	2319	0.4006	40.06%	25-50%	96.678	96.68%	CP057584.1_1088918_1103260	0.4006	40.06%	96.769	2	4	NZ_CM128600.1|PICI|R1|core|batch=003|record=NZ_CM128600.1_Escherichia_coli_strain_E400634_chromosome__whole_genome_shotgun_sequence|start=1066064|end=1071852|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128600.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128600.1_PICI_output.tsv
PICI	NZ_CM128601.1	R1	2056470	2066490	10021	21	0	10021	0	0.0	0.00%	0%							0	0		/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128601.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128601.1_PICI_output.tsv
PICI	NZ_CM128601.1	R2	2063505	2075977	12473	21	1	12473	83	0.0067	0.67%	>0-10%	87.413	87.41%	CP002212.1_249047_259688	0.0067	0.67%	84.524	2	2	NZ_CM128601.1|PICI|R2|core|batch=003|record=NZ_CM128601.1_Escherichia_coli_strain_E300010_chromosome__whole_genome_shotgun_sequence|start=2063505|end=2075977|strand=1	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128601.1_R2_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128601.1_PICI_output.tsv
PICI	NZ_CM128601.1	R3	1042855	1046050	3196	4	1	3196	3196	1.0	100.00%	75-100%	95.949	95.95%	CP057584.1_1088918_1103260	1.0	100.00%	95.932	2	2	NZ_CM128601.1|PICI|R3|core|batch=003|record=NZ_CM128601.1_Escherichia_coli_strain_E300010_chromosome__whole_genome_shotgun_sequence|start=1042855|end=1046050|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128601.1_R3_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128601.1_PICI_output.tsv
PICI	NZ_CM128602.1	R1	211674	222219	10546	18	1	10546	7301	0.6923	69.23%	50-75%	88.132	88.13%	CP002212.1_249047_259688	0.6836	68.36%	99.099	10	47	NZ_CM128602.1|PICI|R1|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=211674|end=222219|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128602.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128602.1_PICI_output.tsv
PICI	NZ_CM128602.1	R2	1252369	1261430	9062	16	1	9062	6842	0.755	75.50%	75-100%	84.795	84.80%	CP000036.1_2097873_2108605	0.5754	57.54%	81.593	10	53	NZ_CM128602.1|PICI|R2|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=1252369|end=1261430|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128602.1_R2_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128602.1_PICI_output.tsv
PICI	NZ_CM128602.1	R3	1730111	1740272	10162	20	1	10162	263	0.0259	2.59%	>0-10%	78.271	78.27%	AP010953.1_3041660_3050231	0.0254	2.54%	75.465	7	7	NZ_CM128602.1|PICI|R3|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=1730111|end=1740272|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128602.1_R3_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128602.1_PICI_output.tsv
PICI	NZ_CM128602.1	R4	1885187	1889820	4634	5	1	4634	3208	0.6923	69.23%	50-75%	99.288	99.29%	CP057584.1_1088918_1103260	0.6923	69.23%	99.501	2	4	NZ_CM128602.1|PICI|R4|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=1885187|end=1889820|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128602.1_R4_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128602.1_PICI_output.tsv
PICI	NZ_CM128603.1	R1	3328463	3340981	12519	20	1	12519	2729	0.218	21.80%	10-25%	87.929	87.93%	CP006027.1_4527455_4539396	0.1765	17.65%	85.289	10	23	NZ_CM128603.1|PICI|R1|core|batch=003|record=NZ_CM128603.1_Escherichia_coli_strain_E203449_chromosome__whole_genome_shotgun_sequence|start=3328463|end=3340981|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128603.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128603.1_PICI_output.tsv
PICI	NZ_CM128603.1	R2	1097585	1102092	4508	6	1	4508	3198	0.7094	70.94%	50-75%	99.476	99.48%	CP057584.1_1088918_1103260	0.7094	70.94%	98.968	2	4	NZ_CM128603.1|PICI|R2|core|batch=003|record=NZ_CM128603.1_Escherichia_coli_strain_E203449_chromosome__whole_genome_shotgun_sequence|start=1097585|end=1102092|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128603.1_R2_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128603.1_PICI_output.tsv
PICI	NZ_CM128604.1	R1	415130	428268	13139	23	1	13139	83	0.0063	0.63%	>0-10%	87.413	87.41%	CP002212.1_249047_259688	0.0063	0.63%	84.524	2	2	NZ_CM128604.1|PICI|R1|core|batch=003|record=NZ_CM128604.1_Escherichia_coli_strain_E200139_chromosome__whole_genome_shotgun_sequence|start=415130|end=428268|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128604.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128604.1_PICI_output.tsv
PICI	NZ_CM128604.1	R2	426789	435800	9012	18	0	9012	0	0.0	0.00%	0%							0	0		/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128604.1_R2_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128604.1_PICI_output.tsv
PICI	NZ_CM128604.1	R3	1467425	1470619	3195	4	1	3195	3195	1.0	100.00%	75-100%	99.349	99.35%	CP057584.1_1088918_1103260	1.0	100.00%	99.656	2	2	NZ_CM128604.1|PICI|R3|core|batch=003|record=NZ_CM128604.1_Escherichia_coli_strain_E200139_chromosome__whole_genome_shotgun_sequence|start=1467425|end=1470619|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128604.1_R3_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128604.1_PICI_output.tsv
PICI	NZ_CM128605.1	R1	2151784	2161804	10021	21	0	10021	0	0.0	0.00%	0%							0	0		/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CM128605.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128605.1_PICI_output.tsv
