query_id	family	reference	aligned_query_bp	query_fraction	aligned_subject_bp	subject_coverage	weighted_pident	bitscore_sum	n_hsps
NZ_CM128593.1|PICI|R1|core|batch=003|record=NZ_CM128593.1_Escherichia_coli_strain_100416_chromosome__whole_genome_shotgun_sequence|start=2019857|end=2032210|strand=mixed	PICI	AP010953.1_3041660_3050231	258	0.0209	255	0.0297	75.465	108.0	1
NZ_CM128593.1|PICI|R1|core|batch=003|record=NZ_CM128593.1_Escherichia_coli_strain_100416_chromosome__whole_genome_shotgun_sequence|start=2019857|end=2032210|strand=mixed	PICI	CP012554.1_2684917_2697361	186	0.0151	190	0.0153	75.385	82.4	1
NZ_CM128593.1|PICI|R1|core|batch=003|record=NZ_CM128593.1_Escherichia_coli_strain_100416_chromosome__whole_genome_shotgun_sequence|start=2019857|end=2032210|strand=mixed	PICI	CP070464.1_4192947_4204193	160	0.013	159	0.0141	79.878	111.0	1
NZ_CM128593.1|PICI|R1|core|batch=003|record=NZ_CM128593.1_Escherichia_coli_strain_100416_chromosome__whole_genome_shotgun_sequence|start=2019857|end=2032210|strand=mixed	PICI	CP069861.1_2284073_2295920	160	0.013	159	0.0134	79.878	111.0	1
NZ_CM128593.1|PICI|R1|core|batch=003|record=NZ_CM128593.1_Escherichia_coli_strain_100416_chromosome__whole_genome_shotgun_sequence|start=2019857|end=2032210|strand=mixed	PICI	CP042481.1_1439239_1451343	160	0.013	159	0.0131	79.878	111.0	1
NZ_CM128593.1|PICI|R1|core|batch=003|record=NZ_CM128593.1_Escherichia_coli_strain_100416_chromosome__whole_genome_shotgun_sequence|start=2019857|end=2032210|strand=mixed	PICI	CP031849.1_4079602_4091824	160	0.013	159	0.013	79.878	111.0	1
NZ_CM128593.1|PICI|R1|core|batch=003|record=NZ_CM128593.1_Escherichia_coli_strain_100416_chromosome__whole_genome_shotgun_sequence|start=2019857|end=2032210|strand=mixed	PICI	CP057657.1_1895952_1908620	160	0.013	159	0.0126	79.878	111.0	1
NZ_CM128593.1|PICI|R2|core|batch=003|record=NZ_CM128593.1_Escherichia_coli_strain_100416_chromosome__whole_genome_shotgun_sequence|start=1049083|end=1055419|strand=mixed	PICI	CP057584.1_1088918_1103260	2319	0.3659	2318	0.1616	97.673	3983.0	2
NZ_CM128593.1|PICI|R2|core|batch=003|record=NZ_CM128593.1_Escherichia_coli_strain_100416_chromosome__whole_genome_shotgun_sequence|start=1049083|end=1055419|strand=mixed	PICI	CP020514.1_1121472_1133349	2222	0.3506	2221	0.187	97.482	3793.0	2
NZ_CM128594.1|PICI|R1|core|batch=003|record=NZ_CM128594.1_Escherichia_coli_strain_100248_chromosome__whole_genome_shotgun_sequence|start=1698635|end=1708305|strand=mixed	PICI	CP009072.1_106749_118031	5476	0.5662	5472	0.485	85.073	5541.7	9
NZ_CM128594.1|PICI|R1|core|batch=003|record=NZ_CM128594.1_Escherichia_coli_strain_100248_chromosome__whole_genome_shotgun_sequence|start=1698635|end=1708305|strand=mixed	PICI	AAMJ02000027.1_22790_33855	4905	0.5072	4913	0.444	83.902	4653.2	8
NZ_CM128594.1|PICI|R1|core|batch=003|record=NZ_CM128594.1_Escherichia_coli_strain_100248_chromosome__whole_genome_shotgun_sequence|start=1698635|end=1708305|strand=mixed	PICI	CP000036.1_2097873_2108605	3769	0.3897	3770	0.3513	83.64	3519.0	9
NZ_CM128594.1|PICI|R1|core|batch=003|record=NZ_CM128594.1_Escherichia_coli_strain_100248_chromosome__whole_genome_shotgun_sequence|start=1698635|end=1708305|strand=mixed	PICI	CU928162.2_2568989_2580428	3584	0.3706	3583	0.3132	83.412	3301.5	9
NZ_CM128594.1|PICI|R1|core|batch=003|record=NZ_CM128594.1_Escherichia_coli_strain_100248_chromosome__whole_genome_shotgun_sequence|start=1698635|end=1708305|strand=mixed	PICI	CP002212.1_249047_259688	3421	0.3537	3428	0.3221	86.508	3747.6	7
NZ_CM128594.1|PICI|R1|core|batch=003|record=NZ_CM128594.1_Escherichia_coli_strain_100248_chromosome__whole_genome_shotgun_sequence|start=1698635|end=1708305|strand=mixed	PICI	CP018948.1_1961620_1972242	3137	0.3244	3147	0.2962	87.363	3584.0	3
NZ_CM128594.1|PICI|R1|core|batch=003|record=NZ_CM128594.1_Escherichia_coli_strain_100248_chromosome__whole_genome_shotgun_sequence|start=1698635|end=1708305|strand=mixed	PICI	CP006027.1_4527455_4539396	2830	0.2926	2836	0.2375	82.621	2487.4	5
NZ_CM128594.1|PICI|R1|core|batch=003|record=NZ_CM128594.1_Escherichia_coli_strain_100248_chromosome__whole_genome_shotgun_sequence|start=1698635|end=1708305|strand=mixed	PICI	JHJE01000001.1_141718_153137	2595	0.2683	2608	0.2284	88.99	3203.3	4
NZ_CM128594.1|PICI|R1|core|batch=003|record=NZ_CM128594.1_Escherichia_coli_strain_100248_chromosome__whole_genome_shotgun_sequence|start=1698635|end=1708305|strand=mixed	PICI	NC_017656.1_1438155_1449376	2421	0.2503	2422	0.2158	90.771	3234.0	5
NZ_CM128594.1|PICI|R1|core|batch=003|record=NZ_CM128594.1_Escherichia_coli_strain_100248_chromosome__whole_genome_shotgun_sequence|start=1698635|end=1708305|strand=mixed	PICI	FN554766.1_1832521_1843554	1776	0.1836	1779	0.1612	91.812	2476.0	4
NZ_CM128594.1|PICI|R4|core|batch=003|record=NZ_CM128594.1_Escherichia_coli_strain_100248_chromosome__whole_genome_shotgun_sequence|start=1067626|end=1073414|strand=mixed	PICI	CP057584.1_1088918_1103260	2319	0.4006	2318	0.1616	96.769	3866.0	2
NZ_CM128594.1|PICI|R4|core|batch=003|record=NZ_CM128594.1_Escherichia_coli_strain_100248_chromosome__whole_genome_shotgun_sequence|start=1067626|end=1073414|strand=mixed	PICI	CP020514.1_1121472_1133349	2222	0.3838	2221	0.187	96.583	3682.0	2
NZ_CM128595.1|PICI|R1|core|batch=003|record=NZ_CM128595.1_Escherichia_coli_strain_100181_chromosome__whole_genome_shotgun_sequence|start=2151937|end=2157710|strand=mixed	PICI	CP057584.1_1088918_1103260	2319	0.4016	2318	0.1616	97.07	3905.0	2
NZ_CM128595.1|PICI|R1|core|batch=003|record=NZ_CM128595.1_Escherichia_coli_strain_100181_chromosome__whole_genome_shotgun_sequence|start=2151937|end=2157710|strand=mixed	PICI	CP020514.1_1121472_1133349	2222	0.3848	2221	0.187	96.852	3715.0	2
NZ_CM128596.1|PICI|R1|core|batch=003|record=NZ_CM128596.1_Escherichia_coli_strain_100117_chromosome__whole_genome_shotgun_sequence|start=1698634|end=1708304|strand=mixed	PICI	CP009072.1_106749_118031	5476	0.5662	5472	0.485	85.091	5547.7	9
NZ_CM128596.1|PICI|R1|core|batch=003|record=NZ_CM128596.1_Escherichia_coli_strain_100117_chromosome__whole_genome_shotgun_sequence|start=1698634|end=1708304|strand=mixed	PICI	AAMJ02000027.1_22790_33855	4905	0.5072	4913	0.444	83.922	4659.2	8
NZ_CM128596.1|PICI|R1|core|batch=003|record=NZ_CM128596.1_Escherichia_coli_strain_100117_chromosome__whole_genome_shotgun_sequence|start=1698634|end=1708304|strand=mixed	PICI	CP000036.1_2097873_2108605	3769	0.3897	3770	0.3513	83.667	3524.0	9
NZ_CM128596.1|PICI|R1|core|batch=003|record=NZ_CM128596.1_Escherichia_coli_strain_100117_chromosome__whole_genome_shotgun_sequence|start=1698634|end=1708304|strand=mixed	PICI	CU928162.2_2568989_2580428	3584	0.3706	3583	0.3132	83.439	3306.5	9
NZ_CM128596.1|PICI|R1|core|batch=003|record=NZ_CM128596.1_Escherichia_coli_strain_100117_chromosome__whole_genome_shotgun_sequence|start=1698634|end=1708304|strand=mixed	PICI	CP002212.1_249047_259688	3421	0.3537	3428	0.3221	86.537	3752.6	7
NZ_CM128596.1|PICI|R1|core|batch=003|record=NZ_CM128596.1_Escherichia_coli_strain_100117_chromosome__whole_genome_shotgun_sequence|start=1698634|end=1708304|strand=mixed	PICI	CP018948.1_1961620_1972242	3137	0.3244	3147	0.2962	87.363	3584.0	3
NZ_CM128596.1|PICI|R1|core|batch=003|record=NZ_CM128596.1_Escherichia_coli_strain_100117_chromosome__whole_genome_shotgun_sequence|start=1698634|end=1708304|strand=mixed	PICI	CP006027.1_4527455_4539396	2830	0.2926	2836	0.2375	82.592	2482.4	5
NZ_CM128596.1|PICI|R1|core|batch=003|record=NZ_CM128596.1_Escherichia_coli_strain_100117_chromosome__whole_genome_shotgun_sequence|start=1698634|end=1708304|strand=mixed	PICI	JHJE01000001.1_141718_153137	2595	0.2683	2608	0.2284	89.028	3208.3	4
NZ_CM128596.1|PICI|R1|core|batch=003|record=NZ_CM128596.1_Escherichia_coli_strain_100117_chromosome__whole_genome_shotgun_sequence|start=1698634|end=1708304|strand=mixed	PICI	NC_017656.1_1438155_1449376	2421	0.2503	2422	0.2158	90.812	3239.0	5
NZ_CM128596.1|PICI|R1|core|batch=003|record=NZ_CM128596.1_Escherichia_coli_strain_100117_chromosome__whole_genome_shotgun_sequence|start=1698634|end=1708304|strand=mixed	PICI	FN554766.1_1832521_1843554	1776	0.1836	1779	0.1612	91.868	2481.0	4
NZ_CM128596.1|PICI|R4|core|batch=003|record=NZ_CM128596.1_Escherichia_coli_strain_100117_chromosome__whole_genome_shotgun_sequence|start=1067626|end=1073414|strand=mixed	PICI	CP057584.1_1088918_1103260	2319	0.4006	2318	0.1616	96.769	3866.0	2
NZ_CM128596.1|PICI|R4|core|batch=003|record=NZ_CM128596.1_Escherichia_coli_strain_100117_chromosome__whole_genome_shotgun_sequence|start=1067626|end=1073414|strand=mixed	PICI	CP020514.1_1121472_1133349	2222	0.3838	2221	0.187	96.583	3682.0	2
NZ_CM128597.1|PICI|R1|core|batch=003|record=NZ_CM128597.1_Escherichia_coli_strain_E700025_chromosome__whole_genome_shotgun_sequence|start=1655054|end=1658249|strand=mixed	PICI	CP057584.1_1088918_1103260	3196	1.0	3195	0.2228	95.995	5192.0	1
NZ_CM128597.1|PICI|R1|core|batch=003|record=NZ_CM128597.1_Escherichia_coli_strain_E700025_chromosome__whole_genome_shotgun_sequence|start=1655054|end=1658249|strand=mixed	PICI	CP020514.1_1121472_1133349	3099	0.9696	3098	0.2608	96.096	5051.0	1
NZ_CM128598.1|PICI|R1|core|batch=003|record=NZ_CM128598.1_Escherichia_coli_strain_E600003_chromosome__whole_genome_shotgun_sequence|start=1146953|end=1152741|strand=mixed	PICI	CP057584.1_1088918_1103260	2319	0.4006	2318	0.1616	96.769	3866.0	2
NZ_CM128598.1|PICI|R1|core|batch=003|record=NZ_CM128598.1_Escherichia_coli_strain_E600003_chromosome__whole_genome_shotgun_sequence|start=1146953|end=1152741|strand=mixed	PICI	CP020514.1_1121472_1133349	2222	0.3838	2221	0.187	96.583	3682.0	2
NZ_CM128599.1|PICI|R1|core|batch=003|record=NZ_CM128599.1_Escherichia_coli_strain_E500002_chromosome__whole_genome_shotgun_sequence|start=1989152|end=1994940|strand=mixed	PICI	CP057584.1_1088918_1103260	2319	0.4006	2318	0.1616	96.769	3866.0	2
NZ_CM128599.1|PICI|R1|core|batch=003|record=NZ_CM128599.1_Escherichia_coli_strain_E500002_chromosome__whole_genome_shotgun_sequence|start=1989152|end=1994940|strand=mixed	PICI	CP020514.1_1121472_1133349	2222	0.3838	2221	0.187	96.583	3682.0	2
NZ_CM128600.1|PICI|R1|core|batch=003|record=NZ_CM128600.1_Escherichia_coli_strain_E400634_chromosome__whole_genome_shotgun_sequence|start=1066064|end=1071852|strand=mixed	PICI	CP057584.1_1088918_1103260	2319	0.4006	2318	0.1616	96.769	3866.0	2
NZ_CM128600.1|PICI|R1|core|batch=003|record=NZ_CM128600.1_Escherichia_coli_strain_E400634_chromosome__whole_genome_shotgun_sequence|start=1066064|end=1071852|strand=mixed	PICI	CP020514.1_1121472_1133349	2222	0.3838	2221	0.187	96.583	3682.0	2
NZ_CM128601.1|PICI|R2|core|batch=003|record=NZ_CM128601.1_Escherichia_coli_strain_E300010_chromosome__whole_genome_shotgun_sequence|start=2063505|end=2075977|strand=1	PICI	CP002212.1_249047_259688	83	0.0067	82	0.0077	84.524	80.5	1
NZ_CM128601.1|PICI|R2|core|batch=003|record=NZ_CM128601.1_Escherichia_coli_strain_E300010_chromosome__whole_genome_shotgun_sequence|start=2063505|end=2075977|strand=1	PICI	CXXR01000010.1_90531_101020	59	0.0047	58	0.0055	91.525	80.5	1
NZ_CM128601.1|PICI|R3|core|batch=003|record=NZ_CM128601.1_Escherichia_coli_strain_E300010_chromosome__whole_genome_shotgun_sequence|start=1042855|end=1046050|strand=mixed	PICI	CP057584.1_1088918_1103260	3196	1.0	3195	0.2228	95.932	5180.0	1
NZ_CM128601.1|PICI|R3|core|batch=003|record=NZ_CM128601.1_Escherichia_coli_strain_E300010_chromosome__whole_genome_shotgun_sequence|start=1042855|end=1046050|strand=mixed	PICI	CP020514.1_1121472_1133349	3099	0.9696	3098	0.2608	95.966	5029.0	1
NZ_CM128602.1|PICI|R1|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=211674|end=222219|strand=mixed	PICI	CP002212.1_249047_259688	7209	0.6836	7203	0.6768	99.099	12953.0	3
NZ_CM128602.1|PICI|R1|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=211674|end=222219|strand=mixed	PICI	NC_017656.1_1438155_1449376	5591	0.5302	5571	0.4964	83.328	5106.0	7
NZ_CM128602.1|PICI|R1|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=211674|end=222219|strand=mixed	PICI	CXXR01000010.1_90531_101020	5375	0.5097	5347	0.5097	95.303	8518.8	7
NZ_CM128602.1|PICI|R1|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=211674|end=222219|strand=mixed	PICI	FN554766.1_1832521_1843554	4877	0.4625	4859	0.4404	82.183	4131.8	5
NZ_CM128602.1|PICI|R1|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=211674|end=222219|strand=mixed	PICI	AE014075.1_1377749_1389210	4033	0.3824	4035	0.352	85.971	4294.0	5
NZ_CM128602.1|PICI|R1|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=211674|end=222219|strand=mixed	PICI	JHJE01000001.1_141718_153137	3915	0.3712	3920	0.3433	82.649	3423.8	6
NZ_CM128602.1|PICI|R1|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=211674|end=222219|strand=mixed	PICI	AP010960.1_2855234_2864550	3015	0.2859	3063	0.3288	84.499	3003.1	3
NZ_CM128602.1|PICI|R1|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=211674|end=222219|strand=mixed	PICI	CP000036.1_2097873_2108605	2852	0.2704	2835	0.2641	82.798	2521.0	3
NZ_CM128602.1|PICI|R1|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=211674|end=222219|strand=mixed	PICI	AP010953.1_3041660_3050231	2564	0.2431	2548	0.2972	86.776	2839.8	4
NZ_CM128602.1|PICI|R1|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=211674|end=222219|strand=mixed	PICI	CU928162.2_2568989_2580428	1386	0.1314	1384	0.121	87.644	1607.6	4
NZ_CM128602.1|PICI|R2|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=1252369|end=1261430|strand=mixed	PICI	CP000036.1_2097873_2108605	5214	0.5754	5196	0.4841	81.593	4251.3	6
NZ_CM128602.1|PICI|R2|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=1252369|end=1261430|strand=mixed	PICI	AP010960.1_2855234_2864550	5023	0.5543	5065	0.5436	81.643	4157.5	8
NZ_CM128602.1|PICI|R2|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=1252369|end=1261430|strand=mixed	PICI	AP010953.1_3041660_3050231	4869	0.5373	4849	0.5657	81.625	3980.8	6
NZ_CM128602.1|PICI|R2|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=1252369|end=1261430|strand=mixed	PICI	CP002212.1_249047_259688	4445	0.4905	4448	0.418	91.939	6219.0	4
NZ_CM128602.1|PICI|R2|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=1252369|end=1261430|strand=mixed	PICI	AAMJ02000027.1_22790_33855	4303	0.4748	4310	0.3895	83.924	4088.8	8
NZ_CM128602.1|PICI|R2|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=1252369|end=1261430|strand=mixed	PICI	NC_017656.1_1438155_1449376	4114	0.454	4097	0.3651	83.98	3903.0	3
NZ_CM128602.1|PICI|R2|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=1252369|end=1261430|strand=mixed	PICI	FN554766.1_1832521_1843554	3482	0.3842	3467	0.3142	83.547	3214.0	2
NZ_CM128602.1|PICI|R2|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=1252369|end=1261430|strand=mixed	PICI	CXXR01000010.1_90531_101020	3274	0.3613	3266	0.3113	93.022	4780.8	5
NZ_CM128602.1|PICI|R2|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=1252369|end=1261430|strand=mixed	PICI	CU928162.2_2568989_2580428	3209	0.3541	3203	0.28	82.659	2815.4	7
NZ_CM128602.1|PICI|R2|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=1252369|end=1261430|strand=mixed	PICI	JHJE01000001.1_141718_153137	1741	0.1921	1750	0.1532	89.408	2192.0	4
NZ_CM128602.1|PICI|R3|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=1730111|end=1740272|strand=mixed	PICI	AP010953.1_3041660_3050231	258	0.0254	255	0.0297	75.465	108.0	1
NZ_CM128602.1|PICI|R3|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=1730111|end=1740272|strand=mixed	PICI	CP012554.1_2684917_2697361	186	0.0183	190	0.0153	75.385	82.4	1
NZ_CM128602.1|PICI|R3|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=1730111|end=1740272|strand=mixed	PICI	CP070464.1_4192947_4204193	160	0.0157	159	0.0141	79.878	111.0	1
NZ_CM128602.1|PICI|R3|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=1730111|end=1740272|strand=mixed	PICI	CP069861.1_2284073_2295920	160	0.0157	159	0.0134	79.878	111.0	1
NZ_CM128602.1|PICI|R3|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=1730111|end=1740272|strand=mixed	PICI	CP042481.1_1439239_1451343	160	0.0157	159	0.0131	79.878	111.0	1
NZ_CM128602.1|PICI|R3|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=1730111|end=1740272|strand=mixed	PICI	CP031849.1_4079602_4091824	160	0.0157	159	0.013	79.878	111.0	1
NZ_CM128602.1|PICI|R3|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=1730111|end=1740272|strand=mixed	PICI	CP057657.1_1895952_1908620	160	0.0157	159	0.0126	79.878	111.0	1
NZ_CM128602.1|PICI|R4|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=1885187|end=1889820|strand=mixed	PICI	CP057584.1_1088918_1103260	3208	0.6923	3195	0.2228	99.501	5837.0	2
NZ_CM128602.1|PICI|R4|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=1885187|end=1889820|strand=mixed	PICI	CP020514.1_1121472_1133349	3111	0.6713	3098	0.2608	99.068	5586.0	2
NZ_CM128603.1|PICI|R1|core|batch=003|record=NZ_CM128603.1_Escherichia_coli_strain_E203449_chromosome__whole_genome_shotgun_sequence|start=3328463|end=3340981|strand=mixed	PICI	CP006027.1_4527455_4539396	2210	0.1765	2207	0.1848	85.289	2272.0	2
NZ_CM128603.1|PICI|R1|core|batch=003|record=NZ_CM128603.1_Escherichia_coli_strain_E203449_chromosome__whole_genome_shotgun_sequence|start=3328463|end=3340981|strand=mixed	PICI	CP018948.1_1961620_1972242	1971	0.1574	1971	0.1855	95.436	3143.5	3
NZ_CM128603.1|PICI|R1|core|batch=003|record=NZ_CM128603.1_Escherichia_coli_strain_E203449_chromosome__whole_genome_shotgun_sequence|start=3328463|end=3340981|strand=mixed	PICI	CP002212.1_249047_259688	772	0.0617	772	0.0725	88.083	918.9	3
NZ_CM128603.1|PICI|R1|core|batch=003|record=NZ_CM128603.1_Escherichia_coli_strain_E203449_chromosome__whole_genome_shotgun_sequence|start=3328463|end=3340981|strand=mixed	PICI	CU928162.2_2568989_2580428	763	0.0609	761	0.0665	85.64	798.6	3
NZ_CM128603.1|PICI|R1|core|batch=003|record=NZ_CM128603.1_Escherichia_coli_strain_E203449_chromosome__whole_genome_shotgun_sequence|start=3328463|end=3340981|strand=mixed	PICI	NC_017628.1_920272_930825	733	0.0586	733	0.0695	86.63	812.0	2
NZ_CM128603.1|PICI|R1|core|batch=003|record=NZ_CM128603.1_Escherichia_coli_strain_E203449_chromosome__whole_genome_shotgun_sequence|start=3328463|end=3340981|strand=mixed	PICI	AAMJ02000027.1_22790_33855	675	0.0539	674	0.0609	88.148	803.0	2
NZ_CM128603.1|PICI|R1|core|batch=003|record=NZ_CM128603.1_Escherichia_coli_strain_E203449_chromosome__whole_genome_shotgun_sequence|start=3328463|end=3340981|strand=mixed	PICI	JHJE01000001.1_141718_153137	675	0.0539	674	0.059	88.444	814.0	2
NZ_CM128603.1|PICI|R1|core|batch=003|record=NZ_CM128603.1_Escherichia_coli_strain_E203449_chromosome__whole_genome_shotgun_sequence|start=3328463|end=3340981|strand=mixed	PICI	CP009072.1_106749_118031	664	0.053	664	0.0588	87.952	785.0	2
NZ_CM128603.1|PICI|R1|core|batch=003|record=NZ_CM128603.1_Escherichia_coli_strain_E203449_chromosome__whole_genome_shotgun_sequence|start=3328463|end=3340981|strand=mixed	PICI	NC_017656.1_1438155_1449376	602	0.0481	602	0.0536	81.819	504.4	2
NZ_CM128603.1|PICI|R1|core|batch=003|record=NZ_CM128603.1_Escherichia_coli_strain_E203449_chromosome__whole_genome_shotgun_sequence|start=3328463|end=3340981|strand=mixed	PICI	CP000036.1_2097873_2108605	581	0.0464	581	0.0541	82.474	509.9	2
NZ_CM128603.1|PICI|R2|core|batch=003|record=NZ_CM128603.1_Escherichia_coli_strain_E203449_chromosome__whole_genome_shotgun_sequence|start=1097585|end=1102092|strand=mixed	PICI	CP057584.1_1088918_1103260	3198	0.7094	3195	0.2228	98.968	5724.0	2
NZ_CM128603.1|PICI|R2|core|batch=003|record=NZ_CM128603.1_Escherichia_coli_strain_E203449_chromosome__whole_genome_shotgun_sequence|start=1097585|end=1102092|strand=mixed	PICI	CP020514.1_1121472_1133349	3101	0.6879	3098	0.2608	100.0	5727.0	2
NZ_CM128604.1|PICI|R1|core|batch=003|record=NZ_CM128604.1_Escherichia_coli_strain_E200139_chromosome__whole_genome_shotgun_sequence|start=415130|end=428268|strand=mixed	PICI	CP002212.1_249047_259688	83	0.0063	82	0.0077	84.524	80.5	1
NZ_CM128604.1|PICI|R1|core|batch=003|record=NZ_CM128604.1_Escherichia_coli_strain_E200139_chromosome__whole_genome_shotgun_sequence|start=415130|end=428268|strand=mixed	PICI	CXXR01000010.1_90531_101020	59	0.0045	58	0.0055	91.525	80.5	1
NZ_CM128604.1|PICI|R3|core|batch=003|record=NZ_CM128604.1_Escherichia_coli_strain_E200139_chromosome__whole_genome_shotgun_sequence|start=1467425|end=1470619|strand=mixed	PICI	CP057584.1_1088918_1103260	3195	1.0	3195	0.2228	99.656	5840.0	1
NZ_CM128604.1|PICI|R3|core|batch=003|record=NZ_CM128604.1_Escherichia_coli_strain_E200139_chromosome__whole_genome_shotgun_sequence|start=1467425|end=1470619|strand=mixed	PICI	CP020514.1_1121472_1133349	3098	0.9696	3098	0.2608	99.032	5555.0	1
NZ_CM128605.1|PICI|R2|core|batch=003|record=NZ_CM128605.1_Escherichia_coli_strain_E200086_chromosome__whole_genome_shotgun_sequence|start=3302916|end=3311978|strand=mixed	PICI	CP018948.1_1961620_1972242	5032	0.5552	5032	0.4737	87.86	5889.0	3
NZ_CM128605.1|PICI|R2|core|batch=003|record=NZ_CM128605.1_Escherichia_coli_strain_E200086_chromosome__whole_genome_shotgun_sequence|start=3302916|end=3311978|strand=mixed	PICI	CP002212.1_249047_259688	4165	0.4596	4166	0.3915	88.29	4976.6	7
NZ_CM128605.1|PICI|R2|core|batch=003|record=NZ_CM128605.1_Escherichia_coli_strain_E200086_chromosome__whole_genome_shotgun_sequence|start=3302916|end=3311978|strand=mixed	PICI	NC_017628.1_920272_930825	4098	0.4522	4102	0.3887	90.39	5379.6	5
NZ_CM128605.1|PICI|R2|core|batch=003|record=NZ_CM128605.1_Escherichia_coli_strain_E200086_chromosome__whole_genome_shotgun_sequence|start=3302916|end=3311978|strand=mixed	PICI	JHJE01000001.1_141718_153137	3208	0.354	3210	0.2811	81.125	2526.3	5
NZ_CM128605.1|PICI|R2|core|batch=003|record=NZ_CM128605.1_Escherichia_coli_strain_E200086_chromosome__whole_genome_shotgun_sequence|start=3302916|end=3311978|strand=mixed	PICI	NC_017656.1_1438155_1449376	3064	0.3381	3066	0.2732	82.831	2726.7	6
NZ_CM128605.1|PICI|R2|core|batch=003|record=NZ_CM128605.1_Escherichia_coli_strain_E200086_chromosome__whole_genome_shotgun_sequence|start=3302916|end=3311978|strand=mixed	PICI	CP009072.1_106749_118031	2842	0.3136	2845	0.2521	84.33	2754.9	5
NZ_CM128605.1|PICI|R2|core|batch=003|record=NZ_CM128605.1_Escherichia_coli_strain_E200086_chromosome__whole_genome_shotgun_sequence|start=3302916|end=3311978|strand=mixed	PICI	CP006027.1_4527455_4539396	2714	0.2995	2708	0.2268	82.582	2377.5	4
NZ_CM128605.1|PICI|R2|core|batch=003|record=NZ_CM128605.1_Escherichia_coli_strain_E200086_chromosome__whole_genome_shotgun_sequence|start=3302916|end=3311978|strand=mixed	PICI	CU928162.2_2568989_2580428	2471	0.2726	2472	0.2161	89.429	3111.7	6
NZ_CM128605.1|PICI|R2|core|batch=003|record=NZ_CM128605.1_Escherichia_coli_strain_E200086_chromosome__whole_genome_shotgun_sequence|start=3302916|end=3311978|strand=mixed	PICI	AAMJ02000027.1_22790_33855	2401	0.2649	2400	0.2169	85.402	2473.4	4
