query_id	accession	family	region	batch	record	query_length	family_supported_bp_core_region	core_region_family_coverage	family_supported_weighted_pident	top_contributing_reference	top_reference_supported_bp	top_reference_query_fraction	top_reference_weighted_pident	n_references_hit	n_hsps_total
NZ_CM128602.1|PICI|R3|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=1730111|end=1740272|strand=mixed	NZ_CM128602.1	PICI	R3	003	NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence	10162	263	0.0259	78.271	AP010953.1_3041660_3050231	258	0.0254	75.465	7	7
NZ_CM128602.1|PICI|R4|core|batch=003|record=NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence|start=1885187|end=1889820|strand=mixed	NZ_CM128602.1	PICI	R4	003	NZ_CM128602.1_Escherichia_coli_strain_E300082_chromosome__whole_genome_shotgun_sequence	4634	3208	0.6923	99.288	CP057584.1_1088918_1103260	3208	0.6923	99.501	2	4
NZ_CM128603.1|PICI|R1|core|batch=003|record=NZ_CM128603.1_Escherichia_coli_strain_E203449_chromosome__whole_genome_shotgun_sequence|start=3328463|end=3340981|strand=mixed	NZ_CM128603.1	PICI	R1	003	NZ_CM128603.1_Escherichia_coli_strain_E203449_chromosome__whole_genome_shotgun_sequence	12519	2729	0.218	87.929	CP006027.1_4527455_4539396	2210	0.1765	85.289	10	23
NZ_CM128603.1|PICI|R2|core|batch=003|record=NZ_CM128603.1_Escherichia_coli_strain_E203449_chromosome__whole_genome_shotgun_sequence|start=1097585|end=1102092|strand=mixed	NZ_CM128603.1	PICI	R2	003	NZ_CM128603.1_Escherichia_coli_strain_E203449_chromosome__whole_genome_shotgun_sequence	4508	3198	0.7094	99.476	CP057584.1_1088918_1103260	3198	0.7094	98.968	2	4
NZ_CM128604.1|PICI|R1|core|batch=003|record=NZ_CM128604.1_Escherichia_coli_strain_E200139_chromosome__whole_genome_shotgun_sequence|start=415130|end=428268|strand=mixed	NZ_CM128604.1	PICI	R1	003	NZ_CM128604.1_Escherichia_coli_strain_E200139_chromosome__whole_genome_shotgun_sequence	13139	83	0.0063	87.413	CP002212.1_249047_259688	83	0.0063	84.524	2	2
NZ_CM128604.1|PICI|R3|core|batch=003|record=NZ_CM128604.1_Escherichia_coli_strain_E200139_chromosome__whole_genome_shotgun_sequence|start=1467425|end=1470619|strand=mixed	NZ_CM128604.1	PICI	R3	003	NZ_CM128604.1_Escherichia_coli_strain_E200139_chromosome__whole_genome_shotgun_sequence	3195	3195	1.0	99.349	CP057584.1_1088918_1103260	3195	1.0	99.656	2	2
NZ_CM128605.1|PICI|R2|core|batch=003|record=NZ_CM128605.1_Escherichia_coli_strain_E200086_chromosome__whole_genome_shotgun_sequence|start=3302916|end=3311978|strand=mixed	NZ_CM128605.1	PICI	R2	003	NZ_CM128605.1_Escherichia_coli_strain_E200086_chromosome__whole_genome_shotgun_sequence	9063	7417	0.8184	85.941	CP018948.1_1961620_1972242	5032	0.5552	87.86	10	50
NZ_CM128605.1|PICI|R3|core|batch=003|record=NZ_CM128605.1_Escherichia_coli_strain_E200086_chromosome__whole_genome_shotgun_sequence|start=1100978|end=1106766|strand=mixed	NZ_CM128605.1	PICI	R3	003	NZ_CM128605.1_Escherichia_coli_strain_E200086_chromosome__whole_genome_shotgun_sequence	5789	2319	0.4006	96.678	CP057584.1_1088918_1103260	2319	0.4006	96.769	2	4
NZ_CM128606.1|PICI|R1|core|batch=003|record=NZ_CM128606.1_Escherichia_coli_strain_E100341_chromosome__whole_genome_shotgun_sequence|start=1056073|end=1059267|strand=mixed	NZ_CM128606.1	PICI	R1	003	NZ_CM128606.1_Escherichia_coli_strain_E100341_chromosome__whole_genome_shotgun_sequence	3195	3195	1.0	99.476	CP057584.1_1088918_1103260	3195	1.0	98.967	2	2
NZ_CM128606.1|PICI|R4|core|batch=003|record=NZ_CM128606.1_Escherichia_coli_strain_E100341_chromosome__whole_genome_shotgun_sequence|start=2000045|end=2013181|strand=mixed	NZ_CM128606.1	PICI	R4	003	NZ_CM128606.1_Escherichia_coli_strain_E100341_chromosome__whole_genome_shotgun_sequence	13137	82	0.0062	88.652	CP002212.1_249047_259688	82	0.0062	85.542	2	2
NZ_CM129037.1|PICI|R1|core|batch=003|record=NZ_CM129037.1_Escherichia_coli_strain_600055_chromosome__whole_genome_shotgun_sequence|start=3915171|end=3918365|strand=mixed	NZ_CM129037.1	PICI	R1	003	NZ_CM129037.1_Escherichia_coli_strain_600055_chromosome__whole_genome_shotgun_sequence	3195	3195	1.0	99.476	CP057584.1_1088918_1103260	3195	1.0	98.967	2	2
NZ_CM129038.1|PICI|R1|core|batch=003|record=NZ_CM129038.1_Escherichia_coli_strain_700481_chromosome__whole_genome_shotgun_sequence|start=4198277|end=4201471|strand=mixed	NZ_CM129038.1	PICI	R1	003	NZ_CM129038.1_Escherichia_coli_strain_700481_chromosome__whole_genome_shotgun_sequence	3195	3195	1.0	99.285	CP057584.1_1088918_1103260	3195	1.0	99.092	2	2
NZ_CM129039.1|PICI|R1|core|batch=003|record=NZ_CM129039.1_Escherichia_coli_strain_500111_chromosome__whole_genome_shotgun_sequence|start=1154887|end=1158082|strand=mixed	NZ_CM129039.1	PICI	R1	003	NZ_CM129039.1_Escherichia_coli_strain_500111_chromosome__whole_genome_shotgun_sequence	3196	3196	1.0	97.506	CP057584.1_1088918_1103260	3196	1.0	97.497	2	2
NZ_CM129040.1|PICI|R1|core|batch=003|record=NZ_CM129040.1_Escherichia_coli_strain_401651_chromosome__whole_genome_shotgun_sequence|start=2901032|end=2905149|strand=mixed	NZ_CM129040.1	PICI	R1	003	NZ_CM129040.1_Escherichia_coli_strain_401651_chromosome__whole_genome_shotgun_sequence	4118	2187	0.5311	97.944	CP057584.1_1088918_1103260	2187	0.5311	97.716	2	4
NZ_CM129041.1|PICI|R1|core|batch=003|record=NZ_CM129041.1_Escherichia_coli_strain_500010_chromosome__whole_genome_shotgun_sequence|start=107567|end=120110|strand=-1	NZ_CM129041.1	PICI	R1	003	NZ_CM129041.1_Escherichia_coli_strain_500010_chromosome__whole_genome_shotgun_sequence	12544	6301	0.5023	75.066	CP012554.1_2684917_2697361	5534	0.4412	77.227	10	15
NZ_CM129041.1|PICI|R2|core|batch=003|record=NZ_CM129041.1_Escherichia_coli_strain_500010_chromosome__whole_genome_shotgun_sequence|start=1894285|end=1903166|strand=mixed	NZ_CM129041.1	PICI	R2	003	NZ_CM129041.1_Escherichia_coli_strain_500010_chromosome__whole_genome_shotgun_sequence	8882	8326	0.9374	92.486	CP002212.1_249047_259688	7685	0.8652	88.76	10	46
NZ_CM129041.1|PICI|R4|core|batch=003|record=NZ_CM129041.1_Escherichia_coli_strain_500010_chromosome__whole_genome_shotgun_sequence|start=3709320|end=3712515|strand=mixed	NZ_CM129041.1	PICI	R4	003	NZ_CM129041.1_Escherichia_coli_strain_500010_chromosome__whole_genome_shotgun_sequence	3196	3196	1.0	97.506	CP057584.1_1088918_1103260	3196	1.0	97.497	2	2
NZ_CM129042.1|PICI|R2|core|batch=003|record=NZ_CM129042.1_Escherichia_coli_strain_400660_chromosome__whole_genome_shotgun_sequence|start=4140849|end=4144966|strand=mixed	NZ_CM129042.1	PICI	R2	003	NZ_CM129042.1_Escherichia_coli_strain_400660_chromosome__whole_genome_shotgun_sequence	4118	2187	0.5311	97.944	CP057584.1_1088918_1103260	2187	0.5311	97.716	2	4
NZ_CM129854.1|PICI|R1|core|batch=003|record=NZ_CM129854.1_Escherichia_coli_strain_SW071618_chromosome__whole_genome_shotgun_sequence|start=1010717|end=1014834|strand=mixed	NZ_CM129854.1	PICI	R1	003	NZ_CM129854.1_Escherichia_coli_strain_SW071618_chromosome__whole_genome_shotgun_sequence	4118	2187	0.5311	97.944	CP057584.1_1088918_1103260	2187	0.5311	97.716	2	4
NZ_CM129919.1|PICI|R1|core|batch=003|record=NZ_CM129919.1_Escherichia_coli_strain_B19_chromosome__whole_genome_shotgun_sequence|start=976852|end=980046|strand=mixed	NZ_CM129919.1	PICI	R1	003	NZ_CM129919.1_Escherichia_coli_strain_B19_chromosome__whole_genome_shotgun_sequence	3195	3195	1.0	99.317	CP057584.1_1088918_1103260	3195	1.0	99.531	2	2
NZ_CM130001.1|PICI|R1|core|batch=003|record=NZ_CM130001.1_Escherichia_coli_strain_IAL7254_chromosome__whole_genome_shotgun_sequence|start=3500389|end=3503583|strand=mixed	NZ_CM130001.1	PICI	R1	003	NZ_CM130001.1_Escherichia_coli_strain_IAL7254_chromosome__whole_genome_shotgun_sequence	3195	3195	1.0	99.221	CP057584.1_1088918_1103260	3195	1.0	99.499	2	2
NZ_CM132654.1|PICI|R2|core|batch=003|record=NZ_CM132654.1_Escherichia_coli_strain_mip270_04_chromosome__whole_genome_shotgun_sequence|start=3564548|end=3567742|strand=mixed	NZ_CM132654.1	PICI	R2	003	NZ_CM132654.1_Escherichia_coli_strain_mip270_04_chromosome__whole_genome_shotgun_sequence	3195	3195	1.0	99.476	CP057584.1_1088918_1103260	3195	1.0	98.967	2	2
NZ_CM132655.1|PICI|R1|core|batch=003|record=NZ_CM132655.1_Escherichia_coli_strain_mip270_22_chromosome__whole_genome_shotgun_sequence|start=4773898|end=4777092|strand=mixed	NZ_CM132655.1	PICI	R1	003	NZ_CM132655.1_Escherichia_coli_strain_mip270_22_chromosome__whole_genome_shotgun_sequence	3195	3195	1.0	99.476	CP057584.1_1088918_1103260	3195	1.0	99.969	2	2
NZ_CM132658.1|PICI|R1|core|batch=003|record=NZ_CM132658.1_Escherichia_coli_strain_mip270_05_chromosome__whole_genome_shotgun_sequence|start=2374013|end=2377207|strand=mixed	NZ_CM132658.1	PICI	R1	003	NZ_CM132658.1_Escherichia_coli_strain_mip270_05_chromosome__whole_genome_shotgun_sequence	3195	3195	1.0	99.476	CP057584.1_1088918_1103260	3195	1.0	99.969	2	2
NZ_CM132944.1|PICI|R1|core|batch=003|record=NZ_CM132944.1_Escherichia_coli_strain_205_chromosome__whole_genome_shotgun_sequence|start=1028855|end=1032049|strand=mixed	NZ_CM132944.1	PICI	R1	003	NZ_CM132944.1_Escherichia_coli_strain_205_chromosome__whole_genome_shotgun_sequence	3195	3195	1.0	99.349	CP057584.1_1088918_1103260	3195	1.0	99.656	2	2
NZ_CM135133.1|PICI|R1|core|batch=003|record=NZ_CM135133.1_Escherichia_coli_strain_K99B_chromosome__whole_genome_shotgun_sequence|start=3701526|end=3704720|strand=mixed	NZ_CM135133.1	PICI	R1	003	NZ_CM135133.1_Escherichia_coli_strain_K99B_chromosome__whole_genome_shotgun_sequence	3195	3195	1.0	99.317	CP057584.1_1088918_1103260	3195	1.0	99.124	2	2
NZ_CM144239.1|PICI|R1|core|batch=003|record=NZ_CM144239.1_Escherichia_coli_strain_KK05-19_chromosome__whole_genome_shotgun_sequence|start=1114540|end=1120325|strand=mixed	NZ_CM144239.1	PICI	R1	003	NZ_CM144239.1_Escherichia_coli_strain_KK05-19_chromosome__whole_genome_shotgun_sequence	5786	2309	0.3991	96.8	CP057584.1_1088918_1103260	2309	0.3991	96.715	2	4
NZ_CM144240.1|PICI|R2|core|batch=003|record=NZ_CM144240.1_Escherichia_coli_strain_DG351-2_chromosome__whole_genome_shotgun_sequence|start=3949565|end=3962018|strand=mixed	NZ_CM144240.1	PICI	R2	003	NZ_CM144240.1_Escherichia_coli_strain_DG351-2_chromosome__whole_genome_shotgun_sequence	12454	55	0.0044	89.381	CU928162.2_2568989_2580428	55	0.0044	89.474	2	2
NZ_CM144240.1|PICI|R3|core|batch=003|record=NZ_CM144240.1_Escherichia_coli_strain_DG351-2_chromosome__whole_genome_shotgun_sequence|start=542248|end=548033|strand=mixed	NZ_CM144240.1	PICI	R3	003	NZ_CM144240.1_Escherichia_coli_strain_DG351-2_chromosome__whole_genome_shotgun_sequence	5786	2309	0.3991	96.8	CP057584.1_1088918_1103260	2309	0.3991	96.715	2	4
NZ_CM144241.1|PICI|R1|core|batch=003|record=NZ_CM144241.1_Escherichia_coli_strain_DG343-1_chromosome__whole_genome_shotgun_sequence|start=1103974|end=1116427|strand=mixed	NZ_CM144241.1	PICI	R1	003	NZ_CM144241.1_Escherichia_coli_strain_DG343-1_chromosome__whole_genome_shotgun_sequence	12454	55	0.0044	89.381	CU928162.2_2568989_2580428	55	0.0044	89.474	2	2
NZ_CM144241.1|PICI|R3|core|batch=003|record=NZ_CM144241.1_Escherichia_coli_strain_DG343-1_chromosome__whole_genome_shotgun_sequence|start=4517959|end=4523744|strand=mixed	NZ_CM144241.1	PICI	R3	003	NZ_CM144241.1_Escherichia_coli_strain_DG343-1_chromosome__whole_genome_shotgun_sequence	5786	2309	0.3991	96.8	CP057584.1_1088918_1103260	2309	0.3991	96.715	2	4
NZ_CM144242.1|PICI|R2|core|batch=003|record=NZ_CM144242.1_Escherichia_coli_strain_DG342-2_chromosome__whole_genome_shotgun_sequence|start=4696769|end=4709222|strand=mixed	NZ_CM144242.1	PICI	R2	003	NZ_CM144242.1_Escherichia_coli_strain_DG342-2_chromosome__whole_genome_shotgun_sequence	12454	55	0.0044	89.381	CU928162.2_2568989_2580428	55	0.0044	89.474	2	2
NZ_CM144242.1|PICI|R3|core|batch=003|record=NZ_CM144242.1_Escherichia_coli_strain_DG342-2_chromosome__whole_genome_shotgun_sequence|start=1289452|end=1295237|strand=mixed	NZ_CM144242.1	PICI	R3	003	NZ_CM144242.1_Escherichia_coli_strain_DG342-2_chromosome__whole_genome_shotgun_sequence	5786	2309	0.3991	96.8	CP057584.1_1088918_1103260	2309	0.3991	96.715	2	4
NZ_CM144243.1|PICI|R1|core|batch=003|record=NZ_CM144243.1_Escherichia_coli_strain_DG341-1_chromosome__whole_genome_shotgun_sequence|start=1249051|end=1261504|strand=mixed	NZ_CM144243.1	PICI	R1	003	NZ_CM144243.1_Escherichia_coli_strain_DG341-1_chromosome__whole_genome_shotgun_sequence	12454	55	0.0044	89.381	CU928162.2_2568989_2580428	55	0.0044	89.474	2	2
NZ_CM144243.1|PICI|R3|core|batch=003|record=NZ_CM144243.1_Escherichia_coli_strain_DG341-1_chromosome__whole_genome_shotgun_sequence|start=4663036|end=4668821|strand=mixed	NZ_CM144243.1	PICI	R3	003	NZ_CM144243.1_Escherichia_coli_strain_DG341-1_chromosome__whole_genome_shotgun_sequence	5786	2309	0.3991	96.8	CP057584.1_1088918_1103260	2309	0.3991	96.715	2	4
NZ_CM144244.1|PICI|R1|core|batch=003|record=NZ_CM144244.1_Escherichia_coli_strain_CB8671_chromosome__whole_genome_shotgun_sequence|start=2825129|end=2834054|strand=mixed	NZ_CM144244.1	PICI	R1	003	NZ_CM144244.1_Escherichia_coli_strain_CB8671_chromosome__whole_genome_shotgun_sequence	8926	6785	0.7601	86.408	CP018948.1_1961620_1972242	4572	0.5122	90.148	10	46
NZ_CM144244.1|PICI|R2|core|batch=003|record=NZ_CM144244.1_Escherichia_coli_strain_CB8671_chromosome__whole_genome_shotgun_sequence|start=804283|end=810068|strand=mixed	NZ_CM144244.1	PICI	R2	003	NZ_CM144244.1_Escherichia_coli_strain_CB8671_chromosome__whole_genome_shotgun_sequence	5786	2309	0.3991	96.8	CP057584.1_1088918_1103260	2309	0.3991	96.715	2	4
NZ_CM144245.1|PICI|R1|core|batch=003|record=NZ_CM144245.1_Escherichia_coli_strain_CB7453_chromosome__whole_genome_shotgun_sequence|start=671364|end=677149|strand=mixed	NZ_CM144245.1	PICI	R1	003	NZ_CM144245.1_Escherichia_coli_strain_CB7453_chromosome__whole_genome_shotgun_sequence	5786	2309	0.3991	96.8	CP057584.1_1088918_1103260	2309	0.3991	96.715	2	4
NZ_CM144246.1|PICI|R2|core|batch=003|record=NZ_CM144246.1_Escherichia_coli_strain_CB7286_chromosome__whole_genome_shotgun_sequence|start=2820657|end=2826442|strand=mixed	NZ_CM144246.1	PICI	R2	003	NZ_CM144246.1_Escherichia_coli_strain_CB7286_chromosome__whole_genome_shotgun_sequence	5786	2309	0.3991	96.8	CP057584.1_1088918_1103260	2309	0.3991	96.715	2	4
NZ_CM144247.1|PICI|R1|core|batch=003|record=NZ_CM144247.1_Escherichia_coli_strain_CB6886_chromosome__whole_genome_shotgun_sequence|start=4017705|end=4024930|strand=mixed	NZ_CM144247.1	PICI	R1	003	NZ_CM144247.1_Escherichia_coli_strain_CB6886_chromosome__whole_genome_shotgun_sequence	7226	2323	0.3215	96.776	CP057584.1_1088918_1103260	2323	0.3215	96.692	2	6
NZ_CM144251.1|PICI|R1|core|batch=003|record=NZ_CM144251.1_Escherichia_coli_strain_LP-26-E1-261_chromosome__whole_genome_shotgun_sequence|start=478440|end=487738|strand=mixed	NZ_CM144251.1	PICI	R1	003	NZ_CM144251.1_Escherichia_coli_strain_LP-26-E1-261_chromosome__whole_genome_shotgun_sequence	9299	7204	0.7747	84.201	CP009072.1_106749_118031	4542	0.4884	84.859	10	73
NZ_CM144251.1|PICI|R2|core|batch=003|record=NZ_CM144251.1_Escherichia_coli_strain_LP-26-E1-261_chromosome__whole_genome_shotgun_sequence|start=1110727|end=1116512|strand=mixed	NZ_CM144251.1	PICI	R2	003	NZ_CM144251.1_Escherichia_coli_strain_LP-26-E1-261_chromosome__whole_genome_shotgun_sequence	5786	2309	0.3991	96.8	CP057584.1_1088918_1103260	2309	0.3991	96.715	2	4
NZ_CM148319.1|PICI|R1|core|batch=003|record=NZ_CM148319.1_Escherichia_coli_strain_28A18CPO003A_chromosome__whole_genome_shotgun_sequence|start=1030176|end=1033370|strand=mixed	NZ_CM148319.1	PICI	R1	003	NZ_CM148319.1_Escherichia_coli_strain_28A18CPO003A_chromosome__whole_genome_shotgun_sequence	3195	3195	1.0	99.317	CP057584.1_1088918_1103260	3195	1.0	99.75	2	2
NZ_CM148320.1|PICI|R1|core|batch=003|record=NZ_CM148320.1_Escherichia_coli_isolate_15A23CPO013_chromosome__whole_genome_shotgun_sequence|start=998722|end=1001916|strand=mixed	NZ_CM148320.1	PICI	R1	003	NZ_CM148320.1_Escherichia_coli_isolate_15A23CPO013_chromosome__whole_genome_shotgun_sequence	3195	3195	1.0	99.316	CP057584.1_1088918_1103260	3195	1.0	99.624	2	2
NZ_CM148361.1|PICI|R1|core|batch=003|record=NZ_CM148361.1_Escherichia_coli_isolate_38I23CPO002_chromosome__whole_genome_shotgun_sequence|start=1008130|end=1011324|strand=mixed	NZ_CM148361.1	PICI	R1	003	NZ_CM148361.1_Escherichia_coli_isolate_38I23CPO002_chromosome__whole_genome_shotgun_sequence	3195	3195	1.0	99.476	CP057584.1_1088918_1103260	3195	1.0	98.967	2	2
NZ_CM149554.1|PICI|R1|core|batch=003|record=NZ_CM149554.1_Escherichia_coli_strain_MEI148-20EC_chromosome__whole_genome_shotgun_sequence|start=1048373|end=1051567|strand=mixed	NZ_CM149554.1	PICI	R1	003	NZ_CM149554.1_Escherichia_coli_strain_MEI148-20EC_chromosome__whole_genome_shotgun_sequence	3195	3195	1.0	99.349	CP057584.1_1088918_1103260	3195	1.0	99.656	2	2
NZ_CM149560.1|PICI|R1|core|batch=003|record=NZ_CM149560.1_Escherichia_coli_strain_MEI7BO1-21_chromosome__whole_genome_shotgun_sequence|start=1998489|end=2008094|strand=mixed	NZ_CM149560.1	PICI	R1	003	NZ_CM149560.1_Escherichia_coli_strain_MEI7BO1-21_chromosome__whole_genome_shotgun_sequence	9606	225	0.0234	84.034	CP002212.1_249047_259688	225	0.0234	81.416	3	3
NZ_CM149560.1|PICI|R2|core|batch=003|record=NZ_CM149560.1_Escherichia_coli_strain_MEI7BO1-21_chromosome__whole_genome_shotgun_sequence|start=2005173|end=2017153|strand=1	NZ_CM149560.1	PICI	R2	003	NZ_CM149560.1_Escherichia_coli_strain_MEI7BO1-21_chromosome__whole_genome_shotgun_sequence	11981	474	0.0396	84.35	CP002212.1_249047_259688	307	0.0256	82.258	10	13
NZ_CM149560.1|PICI|R3|core|batch=003|record=NZ_CM149560.1_Escherichia_coli_strain_MEI7BO1-21_chromosome__whole_genome_shotgun_sequence|start=1045888|end=1049082|strand=mixed	NZ_CM149560.1	PICI	R3	003	NZ_CM149560.1_Escherichia_coli_strain_MEI7BO1-21_chromosome__whole_genome_shotgun_sequence	3195	3195	1.0	99.476	CP057584.1_1088918_1103260	3195	1.0	99.969	2	2
NZ_CM149564.1|PICI|R1|core|batch=003|record=NZ_CM149564.1_Escherichia_coli_strain_MEI4O1-23_chromosome__whole_genome_shotgun_sequence|start=1001579|end=1005696|strand=mixed	NZ_CM149564.1	PICI	R1	003	NZ_CM149564.1_Escherichia_coli_strain_MEI4O1-23_chromosome__whole_genome_shotgun_sequence	4118	2187	0.5311	97.944	CP057584.1_1088918_1103260	2187	0.5311	97.716	2	4
NZ_CM149567.1|PICI|R1|core|batch=003|record=NZ_CM149567.1_Escherichia_coli_strain_MEI4B-1023_chromosome__whole_genome_shotgun_sequence|start=1006429|end=1009623|strand=mixed	NZ_CM149567.1	PICI	R1	003	NZ_CM149567.1_Escherichia_coli_strain_MEI4B-1023_chromosome__whole_genome_shotgun_sequence	3195	3195	1.0	99.285	CP057584.1_1088918_1103260	3195	1.0	99.499	2	2
NZ_CM149574.1|PICI|R1|core|batch=003|record=NZ_CM149574.1_Escherichia_coli_strain_MEI2O1-23_chromosome__whole_genome_shotgun_sequence|start=1032652|end=1035846|strand=mixed	NZ_CM149574.1	PICI	R1	003	NZ_CM149574.1_Escherichia_coli_strain_MEI2O1-23_chromosome__whole_genome_shotgun_sequence	3195	3195	1.0	99.285	CP057584.1_1088918_1103260	3195	1.0	99.499	2	2
NZ_CM149575.1|PICI|R1|core|batch=003|record=NZ_CM149575.1_Escherichia_coli_strain_MEI2A-0323_chromosome__whole_genome_shotgun_sequence|start=1158757|end=1162874|strand=mixed	NZ_CM149575.1	PICI	R1	003	NZ_CM149575.1_Escherichia_coli_strain_MEI2A-0323_chromosome__whole_genome_shotgun_sequence	4118	2187	0.5311	97.944	CP057584.1_1088918_1103260	2187	0.5311	97.716	2	4
NZ_CM149577.1|PICI|R1|core|batch=003|record=NZ_CM149577.1_Escherichia_coli_strain_MEI1O2-23_chromosome__whole_genome_shotgun_sequence|start=1068490|end=1071684|strand=mixed	NZ_CM149577.1	PICI	R1	003	NZ_CM149577.1_Escherichia_coli_strain_MEI1O2-23_chromosome__whole_genome_shotgun_sequence	3195	3195	1.0	99.316	CP057584.1_1088918_1103260	3195	1.0	99.624	2	2
NZ_CM149595.1|PICI|R1|core|batch=003|record=NZ_CM149595.1_Escherichia_coli_strain_MEI2BO-21_chromosome__whole_genome_shotgun_sequence|start=1017070|end=1021187|strand=mixed	NZ_CM149595.1	PICI	R1	003	NZ_CM149595.1_Escherichia_coli_strain_MEI2BO-21_chromosome__whole_genome_shotgun_sequence	4118	2187	0.5311	97.944	CP057584.1_1088918_1103260	2187	0.5311	97.716	2	4
NZ_CM149601.1|PICI|R1|core|batch=003|record=NZ_CM149601.1_Escherichia_coli_strain_MEI1A-0323_chromosome__whole_genome_shotgun_sequence|start=1032651|end=1035845|strand=mixed	NZ_CM149601.1	PICI	R1	003	NZ_CM149601.1_Escherichia_coli_strain_MEI1A-0323_chromosome__whole_genome_shotgun_sequence	3195	3195	1.0	99.285	CP057584.1_1088918_1103260	3195	1.0	99.499	2	2
NZ_CM149693.1|PICI|R1|core|batch=003|record=NZ_CM149693.1_Escherichia_coli_strain_K-12_isolate_FW1541_chromosome__whole_genome_shotgun_sequence|start=3815601|end=3818795|strand=mixed	NZ_CM149693.1	PICI	R1	003	NZ_CM149693.1_Escherichia_coli_strain_K-12_isolate_FW1541_chromosome__whole_genome_shotgun_sequence	3195	3195	1.0	99.476	CP057584.1_1088918_1103260	3195	1.0	98.967	2	2
NZ_CM149861.1|PICI|R1|core|batch=003|record=NZ_CM149861.1_Escherichia_coli_strain_HCP30S3_I2_chromosome__whole_genome_shotgun_sequence|start=965789|end=968983|strand=mixed	NZ_CM149861.1	PICI	R1	003	NZ_CM149861.1_Escherichia_coli_strain_HCP30S3_I2_chromosome__whole_genome_shotgun_sequence	3195	3195	1.0	99.476	CP057584.1_1088918_1103260	3195	1.0	98.967	2	2
NZ_CM149867.1|PICI|R1|core|batch=003|record=NZ_CM149867.1_Escherichia_coli_strain_HCP6S3_I2_chromosome__whole_genome_shotgun_sequence|start=976816|end=980010|strand=mixed	NZ_CM149867.1	PICI	R1	003	NZ_CM149867.1_Escherichia_coli_strain_HCP6S3_I2_chromosome__whole_genome_shotgun_sequence	3195	3195	1.0	99.476	CP057584.1_1088918_1103260	3195	1.0	98.967	2	2
NZ_CM149886.1|PICI|R2|core|batch=003|record=NZ_CM149886.1_Escherichia_coli_strain_1532WA_chromosome__whole_genome_shotgun_sequence|start=3235659|end=3238854|strand=mixed	NZ_CM149886.1	PICI	R2	003	NZ_CM149886.1_Escherichia_coli_strain_1532WA_chromosome__whole_genome_shotgun_sequence	3196	3196	1.0	97.474	CP057584.1_1088918_1103260	3196	1.0	97.466	2	2
NZ_CM149991.1|PICI|R1|core|batch=003|record=NZ_CM149991.1_Escherichia_coli_strain_EC_T6_chromosome__whole_genome_shotgun_sequence|start=3231032|end=3234226|strand=mixed	NZ_CM149991.1	PICI	R1	003	NZ_CM149991.1_Escherichia_coli_strain_EC_T6_chromosome__whole_genome_shotgun_sequence	3195	3195	1.0	99.285	CP057584.1_1088918_1103260	3195	1.0	99.499	2	2
NZ_CP027352.1|PICI|R1|core|batch=004|record=NZ_CP027352.1_Escherichia_coli_strain_2012C-4606_chromosome__complete_genome|start=5356509|end=5371002|strand=mixed	NZ_CP027352.1	PICI	R1	004	NZ_CP027352.1_Escherichia_coli_strain_2012C-4606_chromosome__complete_genome	14494	192	0.0132	89.931	AE014075.1_1377749_1389210	192	0.0132	88.163	10	16
NZ_CP027352.1|PICI|R2|core|batch=004|record=NZ_CP027352.1_Escherichia_coli_strain_2012C-4606_chromosome__complete_genome|start=571704|end=581482|strand=mixed	NZ_CP027352.1	PICI	R2	004	NZ_CP027352.1_Escherichia_coli_strain_2012C-4606_chromosome__complete_genome	9779	9779	1.0	92.602	NC_017656.1_1438155_1449376	9181	0.9388	97.235	10	44
NZ_CP027352.1|PICI|R5|core|batch=004|record=NZ_CP027352.1_Escherichia_coli_strain_2012C-4606_chromosome__complete_genome|start=2562787|end=2565981|strand=mixed	NZ_CP027352.1	PICI	R5	004	NZ_CP027352.1_Escherichia_coli_strain_2012C-4606_chromosome__complete_genome	3195	3195	1.0	99.285	CP057584.1_1088918_1103260	3195	1.0	99.531	2	2
NZ_CP027352.1|PICI|R6|core|batch=004|record=NZ_CP027352.1_Escherichia_coli_strain_2012C-4606_chromosome__complete_genome|start=1062269|end=1067684|strand=mixed	NZ_CP027352.1	PICI	R6	004	NZ_CP027352.1_Escherichia_coli_strain_2012C-4606_chromosome__complete_genome	5416	5416	1.0	87.373	CP018948.1_1961620_1972242	4297	0.7934	87.043	10	26
NZ_CP027352.1|PICI|R7|core|batch=004|record=NZ_CP027352.1_Escherichia_coli_strain_2012C-4606_chromosome__complete_genome|start=1816730|end=1823833|strand=mixed	NZ_CP027352.1	PICI	R7	004	NZ_CP027352.1_Escherichia_coli_strain_2012C-4606_chromosome__complete_genome	7104	7104	1.0	93.882	AP010953.1_3041660_3050231	7104	1.0	99.986	10	34
NZ_CP027380.1|PICI|R1|core|batch=004|record=NZ_CP027380.1_Escherichia_coli_strain_2013C-3250_chromosome__complete_genome|start=369904|end=384354|strand=mixed	NZ_CP027380.1	PICI	R1	004	NZ_CP027380.1_Escherichia_coli_strain_2013C-3250_chromosome__complete_genome	14451	6611	0.4575	86.852	CP018948.1_1961620_1972242	4460	0.3086	89.62	10	33
